Reference Id | Author | Year | Title | Source | Vol/Part | Pages
721|Brown, R.E., Brownlow, J.W., Krynen, J.P.|1992|Manilla-Narrabri 1:250000 Metallogenic Map SH/56-9, SH/55-12. Metallogenic Study and Mineral Deposit Data Sheets|Geological Survey of New South Wales. Metallogenic Map Series|1v|Map
5178|Brock, G.A., Engelbretsen, M.J., Dean-Jones, G.|1995|Acrotretid brachiopods from the Devonian of Victoria and New South Wales|Association of Australasian Palaeontologists, Memoir|18|105-120
5250|Percival, I.G.|1995|Eodinobolus and related trimerellid brachiopods from the Late Ordovician of New South Wales|Association of Australasian Palaeontologists, Memoir|18|41-60
5252|Sherwin, L.|1995|Siluro-Devonian brachiopods from the Amphitheatre and Winduck Groups (Cobar Supergroup), western New South Wales|Association of Australasian Palaeontologists, Memoir|18|61-96
5253|Wright, A.J., Bauer, J.|1995|New Silurian corals from New South Wales|Association of Australasian Palaeontologists, Memoir|18|97-104
5254|Klyza, J.|1995|Middle Devonian conodonts of the Moore Creek Limestone Member, east of Attunga, New South Wales|Association of Australasian Palaeontologists, Memoir|18|121-130
5258|Stewart, I.R., Fergusson, C.L.|1995|Ordovician conodonts from the Lue beds, Mudgee and Sunlight Creek Fmn, Goulburn, New South Wales. IN APC94; papers from the first Australian palaeontological convention, Macquarie University, February, 1994|Association of Australasian Palaeontologists, Memoir|18|164
6969|Percival, I.G.|1998|The age of the Nandillyan and Narragal Limestones, Molong High, central western New South Wales|Geological Survey of New South Wales. Quarterly Notes|107|p12-19
7931|Haines, P.W.|2000|Problematic fossils in the late Neoproterozoic Wonoka Formation, South Australia|Precambrian Research|100|97-108
8187|Draper, J.J., Druce, E.C., Simpson, C.J., Green, D.|1980|Abudda Lakes 1:100 000 Geological Map - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics||
8217|Walter, M.R., Simpson, C.J., Green, D.|1978|Adam Special - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics||
9194|Ellis, P.L., Goldsworthy, P.J.|1974|Bundaberg, Queensland,  1:250 000 geological sheet SG 56-2 - First Edition|Geological Survey of Queensland||map
9250|Brunker, R.L., Bunny, M., Fitzpatrick, B., Kenny, E., Warner, R., Wilson, R., O'Connell, P.|1967|Cobham Lake 1:250 000 Geological Map - First Edition|Geological Survey of New South Wales||
9528|Henderson, G.A.M., Mackenzie, D.E., Knight, C.P., Corbett, P.J.|1982|Geology of the Croydon Region - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics and Geological Survey of Queensland||
9539|Oversby, B.S., Bain, J.H.C., Withnall, I.W., Blythe, P.L.|1976|Georgetown 1:100 000 Geological Map - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics||
9541|Withnall, I.W., Oversby, B.S., Bain, J.H.C., Baker, E.M., Mifsud, J.|1977|Gilberton 1:100 000 Geological Map - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics||
9548|Macrae, G.P., Pogson D.J., McDonald K.M.|1985|Gindoono, New South Wales, 1:100 000 Geological Map Sheet 8232 - First Edition|Geological Survey of New South Wales||
9694|Stirzaker, J.F., Freeman, M.J.|1985|Jinka, Northern Territory 1:100 000 Geological Map, Sheet 6052 - Preliminary Edition|Bureau of Mineral Resources, Geology and Geophysics and Northern Territory Geological Survey|1v|Map
9862|Forbes, B.G., Coats, R.P., Webb, B.P., Horwitz, R.C|1965|Marree 1:250 000 Geological Map - First Edition|Geological Survey of South Australia|1v|Map
10010|Whitehouse, J., Roy, P.S., Oakes, G.M.|1999|Mineral Sand Resources Potential of the Murray Basin|Geological Survey of New South Wales, Department of Mineral Resources|1999/38|74p
12066|Brock, G.A., Percival, I.G.|2000|Cambrian faunas from Mount Arrowsmith, north-western New South Wales, Australia|Geological Society of Australia Abstracts|61|13
12100|Foster, D.A., Gray, D.R., VandenBerg, A.H.M.|2000|Timing of orogenic events in the Lachlan Orogen: Discussion and Reply|Australian Journal of Earth Sciences|47(4)|813-822
12185|Best, J.G., D'Addario, G.W., Walpole, B.P., Rose, G.|1964|Canberra sheet SI55-16. Australian 1:250 000 geological series.|Bureau of Mineral Resources and Geological Survey of New South Wales.||
12575|Marshallsea, S.J., Green, P.F., Webb, J.|2000|Thermal history of the Hodgkinson Province and Laura Basin, Queensland: multiple cooling episodes identified from apatite fission track analysis and vitrinite reflectance data.|Australian Journal of Earth Sciences|47(4)|779-797
13139|Packham, G., Percival, I., Bischoff, G.|1999|Age constraints on strata enclosing the Cadia and Junction Reefs ore deposits of central New South Wales, and tectonic implications|Geological Survey of New South Wales. Quarterly Notes|110|p1-12
13516|Price, P.L.|1997|Permian to Jurassic palynostratigraphic nomenclature of the Bowen and Surat Basins IN: P.M. Green (ed.) "The Surat and Bowen Basins, south-east Queensland"|Queensland Minerals and Energy Review Series, Queensland Geological Survey|1v|p137-178
14019|Cutovinos, A., Beier, P.R., Kruse, P.D., Abbott, S.T., Dunster, J.N., Brescianini, R.F.|2002|Limbunya, Northern Territory (Second Edition). 1:250 000 geological map series explanatory notes SE 52-07|Northern Territory Geological Survey, Darwin|1v|36p
22433|Rettalack, G.J.|1999|Permafrost paleoclimate of Permian palaeosols in the Gerringong volcanic facies of New South Wales|Australian Journal of Earth Sciences|46(1)|11-22
22434|Duggan, M., Lyons, P.|1999|Ocean floor volcanism in the Lachlan Fold Belt: New evidence from the Wyalong area, New South Wales.|AGSO Research Newsletter|31|11, 12
22436|Soesoo, A., Bons, P.D., Elburg, M.A.|1999|Freestone dykes - an alkali-rich Jurassic dyke population in eastern Victoria|Australian Journal of Earth Sciences|46(1)|1-9
22439|Totterdell, J., Brakel, A., Wells, A., Korsch, R.|1992|Sequence stratigraphic interpretation of Bowen and Surat Basin successions, Taroom region, Queensland|AGSO Research Newsletter|17|p15-16
22442|Wakelin-King, G.A.|1999|Banded mosaic ("tiger bush") and sheetflow plains: a regional mapping approach|Australian Journal of Earth Sciences|46(1)|53-60
22443|Ashley, P.M., Lottermoser, B.G.|1999|Arsenic contamination at the Mole River mine, northern New South Wales|Australian Journal of Earth Sciences|46(6)|861-874
22447|Wray, R.A.L.|1999|Opal and chalcedony speleothems on quartz sandstones in the Sydney region, southeastern Australia|Australian Journal of Earth Sciences|46(4)|623-632
22451|Packham, G.H.|1999|Radiometric evidence for Middle Devonian inversion of the Hill End Trough, northeast Lachlan Fold Belt|Australian Journal of Earth Sciences|46(1)|p23-33
22456|Haren, R., Stevens, B., Robertson, S.|1995|The Broken Hill Exploration Initiative- seeking renewed prospectivity in an historically prospective area of New South Wales and South Australia.|AusIMM. Australian Tunnelling Association. Publication||15-16
22459|Gibson, D.L.|1997|Recent tectonics and landscape evolution in the Broken Hill region|AGSO Research Newsletter|26|p 17- 20
22463|Skirrow, R., Maas, R., Ashley, P.|1999|New age constraints for Cu-Au (-Mo) mineralisation and regional alteration in the Olary - Broken Hill region|AGSO Research Newsletter|31|22-25
22464|Boreham, C.J., Hope, J.M., Roksandic, Z.|1997|Multiple filling history in the Gilmore gas field, Adavale Basin, central Queensland|AGSO Research Newsletter|27|p8-10
22466|Raymond, O., Sun, S-S.|1998|A comparison of Ordovician and Devonian magmatism in the eastern Lachlan Fold Belt: re-evaluating exploration targets|AGSO Research Newsletter|28|P8-10
22472|Glen, R.A., Watkins, J.J.|1999|Implications of Middle Devonian deformation of the eastern part of the Hill End Trough, Lachlan Orogen, New South Wales|Australian Journal of Earth Sciences|46(1)|p35-52
22477|Spry, M.J., Gibson, D.L., Eggleton, R.A.|1999|Tertiary evolution of the coastal lowlands and the Clyde River palaeovalley in southeast New South Wales|Australian Journal of Earth Sciences|46(2)|p173-180
22482|Hayward, M.A., Blake, P.R., Messenger, P.R., Taube, A.|1999|Significance of Middle Devonian granitoid-bearing conglomerates in the Mt Morgan region, central Queensland|Australian Journal of Earth Sciences|46(4)|p487-492
22486|Pickett, J.W., Sherwin, L., Watkins, J.|1996|The age of the Tanwarra Shale|Geological Survey of New South Wales. Quarterly Notes|100|p 1- 8
22487|O'Sullivan, P.B., Orr, M., O'Sullivan, A.J., Gleadow, A.J.W.|1999|Episodic Late Palaeozoic to Cenozoic denudation of the southeastern highlands of Australia: evidence from the Bogong High Plains, Victoria|Australian Journal of Earth Sciences|46(2)|p199-216
22488|Carr, P.F., Pemberton, J.W., Nunan, E.|1999|Low-grade metamorphism of mafic lavas, Upper Permian Broughton Formation, Sydney Basin.|Australian Journal of Earth Sciences|46(6)|p839-849
22490|Brown, R.E.|1997|Mineral deposits of the Glen Innes 1:100 000 map sheet area|Geological Survey of New South Wales. Quarterly Notes|103|p1-19
22495|Hill, S.M.|1999|Mesozoic regolith and palaeolandscape features in southeastern Australia: significance for interpretations of denudation and highland evolution|Australian Journal of Earth Sciences|46(2)|p217-232
22500|Stevens, B.P.J.|1998|A Comparitive Study: Calc-silicate ellipsoids from Broken Hill and diagenetic carbonate concretions from the Sydney Basin|Geological Survey of New South Wales. Quarterly Notes|106|p 1- 15
22503|Glen, R.A., Walshe, J.L.|1999|Cross-structures in the Lachlan Orogen: the Lachlan Transverse Zone example|Australian Journal of Earth Sciences|46(4)|p641-658
22508|Clare, A.P., Fleming, G.D., Glen, R.A.|1997|Geology of the Cargelligo and Narrandera Map Sheets area: Removing the cover using Discovery 2000 geophysics|Geological Survey of New South Wales. Quarterly Notes|104|p1-14
22510|Preiss, W.V., Dyson, I.A., Reid, P.W., Cowley, W.M.|1998|Revision of lithostratigraphic classification of the Umberatana Group.|MESA Journal|9|36-42
22511|VandenBerg, A.H.M.|1999|Discussion: Llandovery-Ludlow graptolites from central Victoria: new correlation perspectives of the major formations|Australian Journal of Earth Sciences|46(4)|p659-661
22516|Whitehouse, J.|1997|Geology and Sand Resources of the Stockton Bight- Port Stephens area|Geological Survey of New South Wales. Quarterly Notes|104|p14-22
22518|Bembrick, C.|1997|A Re-appraisal of the Darling Basin Devonian sequence|Geological Survey of New South Wales. Quarterly Notes|105|p 1- 16
22519|Hilyard, D., Drummond, M., Clare, A., Sanders, Y., Aung, Z., Glen, R., Ruszkowski, P., Fleming, G., Lewis, P., Robson, D.|1996|Preliminary Palaeozoic bedrock interpretation of the Narromine Nyngan 1:250 000 sheet areas.|Geological Survey of New South Wales. Quarterly Notes|101|p1-16
22520|Percival, I.G.|1996|Palaeontology of Drillhole DM Northern Parkes DDH3|Geological Survey of New South Wales. Quarterly Notes|101|p17-20
22529|Colquhoun, G.P., Meakin, N.S., Krynen, J.P., Watkins, J.J., Yoo, E.K., Henderson, G.T.M., Jagodzinski, E.A.|1997|Stratigraphy, Structure and Mineralisation of the Mudgee 1:100 000 Geological Map Sheet|Geological Survey of New South Wales. Quarterly Notes|102|
22530|VandenBerg, A.H.M.|1999|Timing of orogenic events in the Lachlan Orogen|Australian Journal of Earth Sciences|46(5)|p691-701
22531|Moore, D.H.|1997|Geological Interpretation of the Geophysical Data of the Ouyen 1:250 000 Map Sheet Area.|Victorian Initiative for Minerals and Petroleum Report|39|
22532|Moore, D.H., McDonald, P.A.|1997|Ouyen 1:250 000 sheet. Geological interpretation of basement geophysical features.|Geological Survey of Victoria||
22533|Wallis, D.S., Draper, J.J., Denaro, T.J.|1998|Palaeo- and Mesoproterozoic mineral deposits in Queensland.|AGSO Journal of Australian Geology and Geophysics|17(3)|47-59
22541|McGowran, B., Li, Q.|1997|Stratigraphic Excursion to Maslin and Aldinga Bays|Department of Geology and Geophysics, The University of Adelaide||p1- 41
22542|Sandford, A.C., Rickards, R.B.|1999|Reply: Llandovery-Ludlow graptolites from central Victoria: new correlation perspectives of the major formations|Australian Journal of Earth Sciences|46(4)|p661-665
22543|Draper, J.J.|1998|An overview of the post-Mesoproterozoic mineralisation in Queensland.|AGSO Journal of Australian Geology and Geophysics|17(3)|61-73
22545|Ferguson, C.L., Colquhoun, G.P.|1996|Early Palaeozoic quartz turbidite fan and volcaniclastic apron, Mudgee district, northeastern Lachlan Fold Belt, New South Wales.|Australian Journal of Earth Sciences|43(5)|p497-507
22549|Bai, G.P., Keene, J.B.|1996|Petrology and diagenesis of Narrabeen Group sandstones, Sydney Basin, New South Wales.|Australian Journal of Earth Sciences|43(5)|p525-538
22553|Stevens, B.P.J., Burton, G.R.|1998|The Early to Late Proterozoic Broken Hill Province, New South Wales.|AGSO Journal of Australian Geology and Geophysics|17(3)|75-86
22555|Iwata, K., Schmidt, B.L., Leitch, E.C., Allan, A.D., Watanabe, T.|1995|Ordovician microfossils from the Ballast Formation (Girilambone Group) of New South Wales|Australian Journal of Earth Sciences|42(4)|P371-376
22557|Withnall, I.W., Golding, S.D., Rees, I.D., Dobos, S.K.|1996|K-Ar dating of the Anakie Metamorphic Group: evidence for an extension of the Delamerian Orogeny into central Queensland.|Australian Journal of Earth Sciences|43(5)|p567-572
22570|Dyson, I.A.|1996|Significance of hummocky cross-stratification and quasi-planar lamination of the Lower Devonian Walhalla Group at Cape Liptrap, Victoria|Australian Journal of Earth Sciences|43(2)|p189-199
22571|Aitchison, J.C., Ireland, T.R.|1995|Age profile of ophiolitic rocks across the Late Palaeozoic New England Orogen, New South Wales: implications for tectonic models|Australian Journal of Earth Sciences|42(1)|p11-23
22572|Woodward, N.B.|1995|Thrust systems in the Tamworth Zone, southern New England Orogen, New South Wales.|Australian Journal of Earth Sciences|42(2)|p107-117
22575|Bierlein, F.P., Haack, U., Forster, B., Plimer, I.R.|1996|Lead isotope study on hydrothermal sulfide mineralisation in the Willyama Supergroup, Olary Block, South Australia|Australian Journal of Earth Sciences|43(2)|p177-187
22576|Rickard, M.J., McQueen, K.G., Hayden, P.|1996|Structural controls on the Cowarra gold deposit near Bredbo, southeastern New South Wales.|Australian Journal of Earth Sciences|43(2)|p201-215
22577|Fowler, T.J., Iwata, K.|1995|Darriwilian-Gisbornian conodonts from the Triangle Group area, New South Wales.|Australian Journal of Earth Sciences|42(2)|p119-122
22578|Herbert, C.|1995|Sequence stratigraphy of the Late Permian Coal Measures in the Sydney Basin|Australian Journal of Earth Sciences|42(4)|P391-405
22579|McDonald, S.J., Skilbeck, C.G.|1996|Authigenic fluid inclusions in lithic sandstone: a case study from the Permo-Triassic Gunnedah Basin, New South Wales.|Australian Journal of Earth Sciences|43(2)|p217-228
22580|Suppel, D.W., Barnes, R.G., Scheibner, E.|1998|The Palaeozoic in New South Wales- geology and mineral resources.|AGSO Journal of Australian Geology and Geophysics|17(3)|87-105
22581|Flottmann, T., James, P., Menpes, R., Cesare, P., Twining, M., Fairclough, M., Randabel, J., Marshak, S.|1995|The structure of Kangaroo Island, South Australia: strain and kinematic partitioning during Delamerian basin and platform reactivation|Australian Journal of Earth Sciences|42(1)|p35-49
22582|Smith, J.V., Houston, E.C.|1995|Structure of lava flows of the Nimbin Rhyolite, northeast New South Wales.|Australian Journal of Earth Sciences|42(1)|p69-74
22586|Roy, P.S., Matthei, L.|1996|Late Cainozoic clay deposits in the Port Stephens area, New South Wales|Australian Journal of Earth Sciences|43(4)|p395-400
22587|Alley, N.F., Krieg, G.W., Callen, R.A.|1996|Early Tertiary Eyre Formation, lower Nelly Creek, southern Lake Eyre Basin, Australia: palynological dating of macrofloras and silcrete, and palaeoclimatic interpretation|Australian Journal of Earth Sciences|43(1)|p71-84
22588|Webster, A.E.|1996|Delamerian refolding of the Palaeoproterozoic Broken Hill Block|Australian Journal of Earth Sciences|43(1)|p85-89
22589|Grey, K.|1995|Neoproterozoic stroatolites from the Skates Hills Formation, Savory Basin,Western Australia, and a review of the distribution of Acaciella australica.|Australian Journal of Earth Sciences|42(2)|p123-132
22590|Jagodzinski, E.A., Black, L.P.|1999|U-Pb dating of silicic lavas, sills and syneruptive resedimented volcaniclastic deposits of the Lower Devonian Crudine Group, Hill End Trough, New South Wales|Australian Journal of Earth Sciences|46(5)|749-764
22591|Tye, S.C., Fielding, C.R., Jones, B.G.|1996|Statigraphy and sedimentology of the Permian Talaterang and Shoalhaven Group in the southermost Sydeny Basin, New South Wales|Australian Journal of Earth Sciences|43(1)|p57-69
22593|Woolfe, K.J., Crosdale, P.J., Slater, R.|1996|Mire death in the Bowen to Scott-Denison interval, Collinville Coal Measures, Queensland|Australian Journal of Earth Sciences|43(1)|p91-96
22594|Nott, J., Purvis, A.C.|1995|Geomorphic and tectonic significance of Early Cretaceous lavas on the coastal plain, southern New South Wales.|Australian Journal of Earth Sciences|42(2)|p145-149
22597|Gray, D.R., Mortimer, L.|1996|Implications of overprinting deformation and fold interference patternsin the Melbourne Zone, Lachlan Fold Belt|Australian Journal of Earth Sciences|43(1)|p103-114
22598|Retallack, G.J., Krull, E.S.|1999|Landscape ecological shift at the Permian-Triassic boundary in Antartica|Australian Journal of Earth Sciences|46(5)|p785-812
22601|Roberts, J., Claoue-Long, J.C., Foster, C.B.|1996|SHRIMP zircon dating of the Permian System of eastern Australia|Australian Journal of Earth Sciences|43(4)|401-421
22603|Gray, C.M., Webb, J.A.|1995|Provenance of Palaeozoic turbidites in the Lachlan Orogenic Belt: strontium isotopic evidence|Australian Journal of Earth Sciences|42(1)|p95-105
22605|Doyle, R.|1997|Ettrema- The Dancing Queen Mine|Advances in the Study of the Sydney Basin|31|p 9-16
22606|Chappell, B.W., White, A.J.R., Williams, I.S., Wyborn, D., Hergt, J.M., Woodhead, J.D.|1999|Discussion and Reply. Evaluation of petrogenetic models for Lachlan Fold Belt granitoids: implications for crustal architecture and tectonic models|Australian Journal of Earth Sciences|46(5)|p827-836
22607|Kozyrev, N., Skilbeck, C.G.|1997|Origin of CO2- rich gas in the Permian Coal Measures of the northern Sydney Basin, NSW|Advances in the Study of the Sydney Basin|31|p 57- 64
22608|Murray, D.E., McLintock, D.|1997|Slope rick assessment and remediation of near vertical cuts in Hawkesbury Sandstone F3 Freeway|Advances in the Study of the Sydney Basin|31|p 65- 74
22609|Ward, C.R., Gurba, L.W.|1997|Use of the electron microprobe in chemical analysis of coal macerals with special reference to the direct determination of organic sulphur|Advances in the Study of the Sydney Basin|31|p 115-122
22610|Van Heeswijck, A.|1997|A new interpretation of the Greta Coal Measures in the Maitland-Cessnock-Greta Coalfield and Cranky Corner Basin|Advances in the Study of the Sydney Basin|31|p 123- 130
22611|Perkins, C., Kennedy, A.K.|1998|Permo-Carboniferous gold epoch of northeast Queensland|Australian Journal of Earth Sciences|45(2)|p185-200
22612|Jenkins, R.B., Offler, R.|1996|Metamorphism and deformation of an Early Permian extensional basin sequence: the Manning Group, southern New England Orogen|Australian Journal of Earth Sciences|43(4)|p423-436
22616|Tonkin, P.C.|1998|Lorne Basin, New South Wales: evidence for a possible impact origin?|Australian Journal of Earth Sciences|45(5)|p669-671
22624|Fergusson, C.L.|1998|Thick-skinned folding in the eastern Lachlan Fold Belt, Shoalhaven River Gorge, New South Wales|Australian Journal of Earth Sciences|45(5)|p677-686
22626|Li, Q., James, N.P., Bone, Y., McGowran, B.|1996|Foraminiferal biostratigraphy and depositional enviroments of the mid-Cenozoic Abrakurrie Limestone, Eucla Basin, southern Australia|Australian Journal of Earth Sciences|43(4)|p437-450
22628|Moore, D.H., VandenBerg, A.H.M., Willman, C.E., Magart, A.P.M.|1998|Palaeozoic geology and resources of Victoria.|AGSO Journal of Australian Geology and Geophysics|17(3)|107-122
22629|Daly, S.J., Fanning, C.M., Fairclough, M.C.|1998|Tectonic evolution and exploration potential of the Gawler Craton, South Australia.|AGSO Journal of Australian Geology and Geophysics|17(3)|145-168
22630|Withnall, I.W., Hutton, L.J., Garrad, P.D., Rienks, I.P.|1997|Pre- Silurian rocks of the Lolworth-Pentland area, North Queensland.|Queensland Geological Record|1997/6|
22631|Robertson, R.S., Preiss, W.V., Crooks, A.F., Hill, P.W.|1998|Reveiw of the Proterozoic geology and mineral potential of the Curnamona Province in South Australia.|AGSO Journal of Australian Geology and Geophysics|17(3)|169-182
22636|Ashley, P.M., Duncan, R.A., Feebrey, C.A.|1995|Ebor Volcano and Cresent Complex, northeastern New South Wales: age and geological development.|Australian Journal of Earth Sciences|42(5)|p471-480
22638|Warren, A.Y.E., Gilligan, L.B., Raphael, N.M.|1995|Explanatory Notes, Cootamundra 1:250 000 geological sheet SI/55-11.|Geological Survey of New South Wales|1v|160p
22639|Durney, D.W., Kisch, H.J.|1994|A field classification and intensity scale for first-generation cleavages|AGSO Journal of Australian Geology and Geophysics|15(3)|p257-295
22641|Nutman, A.P., Ehlers, K.|1998|Archaean crust near Broken Hill?|Australian Journal of Earth Sciences|45(5)|p687-694
22643|Belperio, A.P., Preiss, W.V., Fairclough, M.C., Gatehouse, C.G., Gum, J., Hough, J., Burtt, A.|1998|Tectonic and metallogenic framework of the Cambrian Stansbury Basin- Kanmantoo Trough, South Australia|AGSO Journal of Australian Geology and Geophysics|17(3)|183-200
22646|Shergold, J.H., Elphinstone, R., Laurie, J.R., Nicoll, R.S., Walter, M.R., Young, G.C., Zang, W.|1991|Late Proterozoic and Early Palaeozoic palaeontology and biostratigraphy of the Amadeus Basin. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 97 - 111
22650|Walley, A.M., Cook, P.J., Bradshaw, J., Brakel, A.T., Kennard, J.M., Lindsay, J.F., Nicoll, R.S., Olissoff, S., Owen, M., Shergold, J.H., Totterdell, J.M., Young, G.C.|1991|The Palaeozoic palaeogeography of the Amadeus Basin region. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 155 - 169
22651|Kennard, J.M., Lindsay, J.F.|1991|Sequence stratigraphy of the latest Proterozoic-Cambrian Pertaoorrta Group, northern Amadeus Basin, central Australia. IN Korsch R J and Kennard J M (eds) Geological and geophysical studies in the Amadeus Basin, central Australia.|Bureau of Mineral Resources, Australia. Bulletin|236|P 171 - 194
22652|Kennard, J.M.|1991|Lower Cambrian archaeoyathan buildups, Todd River Dolomite, northeast Amadeus Basin, central Australia: sedimentology and diagensis. IN Korsch RJ and Kennard JM (eds) Geological and geophysical studies in the Amadeus Basin, central Aust.|Bureau of Mineral Resources, Australia. Bulletin|236|p 195 - 225
22659|Hooper, B., Heithersay, P.S., Mills, M.B., Lindhorst, J.W., Freyberg, J.|1996|Shoshonite-hosted Endeavour 48 porphyry copper-gold deposit, Northparkes, central New South Wales.|Australian Journal of Earth Sciences|43(3)|p279-288
22663|Department of Primary Industries and Energy|1997|Release of Offshore Petroleum Areas Australia, Geology and Data Availability|Department of Primary Industries and Energy, Canberra||
22665|Page, R.W., Sweet, I.P.|1998|Geochronology of basin phases in the western Mt Isa Inlier, and correlation with the McArthur Basin|Australian Journal of Earth Sciences|45(2)|p219-232
22669|Bain, J.H.C., Withnall, I.W., Black, L.P., Etminan, H., Golding, S.D., Sun, S-S.|1998|Towards an understanding of the age and origin of mesothermal gold mineralisation in the Etheridge Goldfield, Georgetown region, north Queensland|Australian Journal of Earth Sciences|45(2)|247-263
22671|Crawford, A.J., Stevens, B.P.J., Fanning, M.|1997|Geochemistry and tectonic setting of some Neoproterozoic and Early Cambrian volcanics in western New South Wales|Australian Journal of Earth Sciences|44(6)|p831-852
22677|Williams, G.E.|1998|Late Neoproterozoic periglacial aeolian sand sheet, Stuart Shelf, South Australia|Australian Journal of Earth Sciences|45(5)|p733-741
22678|Simpson, C.J., Carr, P.F., Jones, B.G.|1997|Evolution of the Early Devonian Bindook Volcanic Complex, Wollondilly Basin, eastern Lachlan Fold Belt|Australian Journal of Earth Sciences|44(6)|p711-726
22679|Wyborn, D., Henderson, G.A.M.|1996|Blayney 1:100 000 Sheet Area. Notes to Accompany Geological Map|Australian Geological Survey Organisation. Record|1996/56|
22683|Bottrill, R.S., Neef, G.|1998|Mid-Devonian ultrabasic sill near White Cliffs, New South Wales|Australian Journal of Earth Sciences|45(1)|93-96
22684|Rickards, R.B., Sandford, A.C.|1998|Llandovery-Ludlow graptolites from central Victoria: new correlation perspectives of the major formations|Australian Journal of Earth Sciences|45(5)|p743-763
22685|Allibone, A.|1997|Gold mineralisation and advanced argillic alteration at the Dobroyde prospect, central New South Wales|Australian Journal of Earth Sciences|44(6)|p727-742
22687|Dadd, K.A.|1998|Incipient backarc magmatism in the Silurian Tumut Trough, New South Wales: an ancient analogue of the early Lau Basin|Australian Journal of Earth Sciences|45(1)|109-121
22688|Bourne, J.A., Twidale, C.R.|1998|Pediments and alluvial fans: genesis and relationships in the western piedmont of the Flinders Ranges, South Australia|Australian Journal of Earth Sciences|45(1)|123-135
22691|Dadd, K.A.|1998|Origin and significance of megabreccia blocks in the Silurian Goobarragandra Volcanics, southeastern New South Wales|Australian Journal of Earth Sciences|45(2)|p315-321
22699|Scott, K.M.|1997|Integration of Mineralogical and Geochemical Data During Exploration in the Regolith|AusIMM. Conference Series|97/1|p119-123
22700|Thalhammer, O.A.R., Stevens, B.P.J., Gibson, J.H., Grum, W.|1998|Tibooburra Granodiorite, western New South Wales: emplacement history and geochemistry|Australian Journal of Earth Sciences|45(5)|p775-787
22704|Glen, R.A., Wyborn, D.|1997|Inferred thrust imbrication, deformation gradients and the Lachlan Transverse Zone in the Eastern Belt of the Lachlan Orogen, New South Wales|Australian Journal of Earth Sciences|44(1)|p49-68
22708|VandenBerg, A.H.M., O'Shea, P.J., Dickson, T.W.|1997|The VIMP Program and Major Advances in Geological Mapping an Victoria|AusIMM. Conference Series|97/1|p207-214
22709|Haren, R., Gibson, G., Jaques, L.|1997|The Broken Hill Exploration Intiative: A New Geoscientific Information Base to Support Exploration|AusIMM. Conference Series|97/1|p201-206
22712|Hill, S.M., Eggleton, R.A., Taylor, G.|1997|A Regional Regolith-Landform Framework for Mineral Exploration Models in the Broken Hill Region|AusIMM. Conference Series|97/1|p131-138
22719|Collins, W.J.|1998|Evaluation of petrogenetic models for Lachlan Fold Belt granitoids: implications for crustal architecture and tectonic models|Australian Journal of Earth Sciences|45(4)|p483-500
22720|Warren, J.K.|1997|Evaporites, brines and base metals: fluids, flow and "the evaporite that was."|Australian Journal of Earth Sciences|44(2)|p149-183
22721|Carson, L.J., Rickard, M.J.|1998|Early recumbent fold hinge in the Bradleys Creek Metamorphic Complex, near Canberra, Australia|Australian Journal of Earth Sciences|45(4)|p501-507
22725|Mildren, S.D., Sandiford, M.|1995|Heat refraction and low-pressure metamorphism in the northern Flinders Ranges, South Australia.|Australian Journal of Earth Sciences|42(3)|p241-247
22728|O'Sullivan, P.B., Kohn, B.P., Foster, D.A., Gleadow, A.J.W.|1995|Fisson track data from the Bathurst Batholith: evidence for rapid mid-Cretaceous uplift and erosion within the eastern highlands of Australia.|Australian Journal of Earth Sciences|42(6)|p597-607
22729|O'Halloran, G.J., Cas, R.A.F.|1995|Evidence for syndepositional deformation from the Late Devonian of the Mansfield Basin, east-central Victoria.|Australian Journal of Earth Sciences|42(6)|p581-596
22730|Neef, G., Bottrill, R.S., Ritchie, A.|1995|Phanerozoic stratigraphy and structure of the northern Barrier Ranges, western New South Wales.|Australian Journal of Earth Sciences|42(6)|p557-570
22731|McNally, G.H.|1995|Engineering characteristics and uses of duricrusts in Australia.|Australian Journal of Earth Sciences|42(6)|p535-547
22736|Roberts, J., Leitch, E.C., Lennox, P.G., Offler, R.|1995|Devonian-Carboniferous stratigraphy of the southern Hastings Block, New England Orogen, eastern Australia.|Australian Journal of Earth Sciences|42(6)|p609-634
22740|Morand, V.J.|1998|Structure of the Broome Head Metamorphics and related rocks in the Shoalwater Bay area, northern New England Fold Belt|Australian Journal of Earth Sciences|45(1)|155-167
22744|Smart, J.|1973|Gilberton, Queensland 1:250 000 geological series explanatory notes, sheet SE/54-16. Second Edition|Bureau of Mineral Resources, Australia & Geological Survey of Qld|1v|24p
