Stratno | Stratigraphic Name | Reference Id | Usage No |   Usage  | Page Number | Minimum Age Name | Maximum Age Name | Reference Comments | Numerical Age | Parent Units | Constituents | Related Units | Lithology 
55|Abner Sandstone|22538|6|Mentioned|Fig3 P708||||||||
55|Abner Sandstone|22853|6|Mentioned|27|Proterozoic|Proterozoic|Of the Roper Group. Overlain by Corcoran Formation.|||||
55|Abner Sandstone|23216|5|Briefly described|Table1p8,34||||||||
55|Abner Sandstone|23776|5|Briefly described|p711|||Of Roper Group.|||||
55|Abner Sandstone|23937|5|Briefly described|p38, p26 Fig. 12|Calymmian|Calymmian|Of Roper Group.  Name now restricted to undifferentiated succession of sandstone in the Abner Range.  Former units Arnold Sst. Mbr, Jalboi Mbr. and Hodgson Sst. Mbr. are assigned to Collara Subgroup; Munyi Member to Corcoran Fm. Geol.Prov: McArthur Basin.|||||
55|Abner Sandstone|24047|6|Mentioned|p27||||||||
55|Abner Sandstone|24050|5|Briefly described|p47|||Of the Roper Group.|||||
55|Abner Sandstone|37568|6|Mentioned|Fig.6||||||||
55|Abner Sandstone|39791|6|Mentioned|Map legend|Proterozoic|Proterozoic||||||
55|Abner Sandstone|40691|4|Described|Fig.46|||Mention p64.|||||
55|Abner Sandstone|41013|6|Mentioned|Map legend|Proterozoic|Proterozoic||||||
55|Abner Sandstone|41268|6|Mentioned|p291||||||||
55|Abner Sandstone|41406|6|Mentioned|Map legend|Mesoproterozoic|||||||
55|Abner Sandstone|41531|6|Mentioned|p167||||||||
55|Abner Sandstone|42385|5|Briefly described|p27||||||||
55|Abner Sandstone|42386|5|Briefly described|Map legend|Mesoproterozoic|||||||
55|Abner Sandstone|42597|5|Briefly described|Map Legend|Adelaidean|||||||
55|Abner Sandstone|42638|5|Briefly described|Map legend|Mesoproterozoic|Mesoproterozoic|Age: Middle Proterozoic.||Lower Roper Group (Roper Group).|Hodgson Sandstone Member, Jalboi Member and Arnold Sandstone Member.|In schematic section, underlies Corcoran Formation; overlies Crawford Formation.|Detailed lithology given for constituents.
55|Abner Sandstone|42639|5|Briefly described|p41, Table 7 p39||||||||
55|Abner Sandstone|42700|5|Briefly described|map legend|Mesozoic|Early Cretaceous||||||
55|Abner Sandstone|42739|5|Briefly described|map legend|Mesoproterozoic|Mesoproterozoic|Of the Lower Roper Group. Includes Hodgson Sandstone Member, Jalboi Member, Arnold Sandstone Member.|||||
55|Abner Sandstone|42812|4|Described|p52, Table 5|||Of Roper Group.|||||
55|Abner Sandstone|42846|5|Briefly described|Fig.1 p502|||Of Roper Group. Geological Province: McArthur Basin.|||||
55|Abner Sandstone|43010|4|Described|Table 30.|||Of Roper Group.|||||
55|Abner Sandstone|43036|4|Described|p61|||Of the Roper Group.|||||
55|Abner Sandstone|43149|5|Briefly described|Map Legend|||Of Roper Group.|||||
55|Abner Sandstone|43645|5|Briefly described|p561||||||||
55|Abner Sandstone|43652|6|Mentioned|p386||||||||
55|Abner Sandstone|44287|14|Not recorded|p.12-18,19,opp.11|||Here includes only Hodgson Sandstone, Jalboi and Arnold Sandstone Members. (E53-3).|||||
55|Abner Sandstone|44288|14|Not recorded|map legend|||Quartz sandstone, siltstone, ferruginous sandstone, fine conglomerate Upper (?) Proterozoic.|||||
55|Abner Sandstone|44299|4|Described|p.13|||SD/53-7,8. U (?) Proterozoic. Table 1.|||||
55|Abner Sandstone|44300|14|Not recorded|map legend||Neoproterozoic|SD/53-7,8. U.Proterozoic. Part of Roper Group.|||||
55|Abner Sandstone|44332|14|Not recorded|p.8,12,opp.6,map|||(D53-14).|||||
55|Abner Sandstone|44333|14|Not recorded|map legend|||Upper(?) Proterozoic.|||||
55|Abner Sandstone|44400|2|Defined|p.9,12,Tb.1,opp.p.6|||(D53-6), map.|||||
55|Abner Sandstone|44401|14|Not recorded|map legend|||Upper (?) Proterozoic.|||||
55|Abner Sandstone|44434|14|Not recorded|p.8, opp. p.6, map|||(D53-11,12). Includes Hodgson Sandstone Member, Jalboi Member.|||||
55|Abner Sandstone|44435|14|Not recorded|map legend|||Upper (?) Proterozoic.|||||
55|Abner Sandstone|44436|5|Briefly described|p.11, opp. p.7, map|||(E53-4).|||||
55|Abner Sandstone|44437|5|Briefly described|map legend|Precambrian|Precambrian|Of the Roper Group.  Massive medium grained quartz sandstone.  Conformably overlies the Crawford Formation.  Upper (?) Proterozoic.|||||
55|Abner Sandstone|44459|14|Not recorded|p.8, opp.p.6, map|||(E53-2). Part of Roper Group. Includes Hodgson Sandstone Member, Jalboi Member, Arnold Sandstone Member.|||||
55|Abner Sandstone|44460|14|Not recorded|map legend|||Upper (?) Proterozoic.|||||
55|Abner Sandstone|44471|14|Not recorded|p.9,10, opp.p.7, map|||(D53-10). Includes Munyi, Hodgson Sandstone, Jalboi and Arnold Sandstone Members.|||||
55|Abner Sandstone|44472|5|Briefly described|map legend|||Of the Roper Group.  Upper (?) Proterozoic.|||||
55|Abner Sandstone|44473|14|Not recorded|opp.p.7|||(E53-7).|||||
55|Abner Sandstone|44474|14|Not recorded|map legend|||Upper (?) Proterozoic.|||||
55|Abner Sandstone|44530|14|Not recorded|p.11, opp.12|||(D53-15).|||||
55|Abner Sandstone|44531|14|Not recorded|map legend|||Upper (?) Proterozoic.|||||
55|Abner Sandstone|45022|14|Not recorded|p80,81 tb.11.pl.28||Adelaidean|Of Roper Group.|||||
55|Abner Sandstone|45162|6|Mentioned|p163||||||||
55|Abner Sandstone|46861|6|Mentioned|Fig.2A||||||||
55|Abner Sandstone|60483|5|Briefly described|p7 Fig. 5|||Of the Roper Group. Geological Province: McArthur Basin|||||
55|Abner Sandstone|60558|5|Briefly described|p8 Fig. 6|Proterozoic|Proterozoic|Of Roper Group. Includes Hodgson Sandstone, Jalboi and Arnold Sandstone Members. Overlain by Corcoran Formation, underlain by Crawford Formation.|||||
55|Abner Sandstone|60574|5|Briefly described|Map Legend|Mesoproterozoic|Mesoproterozoic|Of the Roper Group. Overlies the Crawford Formation. White medium- to coarse-grained quartzose sandstone with large trough cross-beds.|||||
55|Abner Sandstone|61566|5|Briefly described|p622|Proterozoic|Proterozoic|Of the Roper Group. Morphologically prominent mature quartzite and sandstone deposits. Geological Province: McArthur Basin.|||||
55|Abner Sandstone|62376|5|Briefly described|p38|Mesoproterozoic|Mesoproterozoic|Of the Roper Group. Geological Province: Beetaloo Sub-Basin.|||||
55|Abner Sandstone|65228|5|Briefly described|Fig.02.|||McArthur Basin.||Unit in Roper Group.|Includes Arnold Sandstone, Jaiboi, Hodgson Sandstone Members.|Overlies Crawford Formation. Is overlain by Corcoran Formation.|
55|Abner Sandstone|65236|5|Briefly described|p3 Fig. 3|Mesoproterozoic|Mesoproterozoic|Of the Roper Group. Intruded by a sill of age 1280-110Ma. Geological province: Beetaloo Sub-basin.|||||
55|Abner Sandstone|65340|5|Briefly described|p62.|Mesoproterozoic|Mesoproterozoic|Deposited in an intertidal to shallow platform setting.||Unit in Roper Group.||Overlies Crawford Formation.|White, very thickly-bedded, quartzose medium sandstone, containing medium-scale trough crossbeds and minor ripples.
