Stratno | Stratigraphic Name | Entity Number | Province Name 
3045|Bunya Phyllite|40484|New England Orogen
3045|Bunya Phyllite|407416|Wandilla Province
25820|Burdekin Formation|20469|Burdekin Basin
3082|Burnett Formation|40484|New England Orogen
27123|Burngrove Formation|530059|Bowen Basin
38864|Burns Spur Nepheline Monzosyenite|40484|New England Orogen
3148|Burrum Coal Measures|22345|Maryborough Basin
25823|Burstall Granite|556523|Mount Isa Orogen
25823|Burstall Granite|559198|Mary Kathleen Domain
21399|Burunga Formation|530059|Bowen Basin
35093|Burwood Complex|40484|New England Orogen
35093|Burwood Complex|40536|Connors-Auburn Province
3190|Bury Limestone|22077|Adavale Basin
3265|Cadarga Creek Granodiorite|40484|New England Orogen
3284|Cadna-owie Formation|464193|Callabonna Sub-basin
3284|Cadna-owie Formation|529302|Eromanga Basin
3318|Calen Coal Measures|572234|Calen Basin
25826|Calgoa Diorite|40484|New England Orogen
3346|Callide Coal Measures|27540|Callide Basin
3346|Callide Coal Measures|40484|New England Orogen
3353|Calliope beds|40484|New England Orogen
3353|Calliope beds|40535|Calliope Province
3366|Cambalanga Tuff Member|40484|New England Orogen
3378|Camboon Volcanics|39627|Cracow Metallogenic Province
3378|Camboon Volcanics|40536|Connors-Auburn Province
3378|Camboon Volcanics|530059|Bowen Basin
31368|Cambroon beds|40484|New England Orogen
31368|Cambroon beds|407416|Wandilla Province
35184|Cameron Creek Granite|40484|New England Orogen
33146|Camp Creek Granite|40484|New England Orogen
27732|Campaspe Formation|20477|Campaspe Basin
27732|Campaspe Formation|408346|Charters Towers Region
3415|Campaspe Surface|408346|Charters Towers Region
29557|Campwyn Volcanics|40484|New England Orogen
25687|Candlow Formation|20454|Forsayth Subprovince
3458|Candover Metamorphics|556523|Mount Isa Orogen
3458|Candover Metamorphics|559196|Leichhardt River Domain
33429|Canoe Creek Granite|40484|New England Orogen
3497|Cape Hillsborough beds|22353|Hillsborough Basin
27361|Cape River Metamorphics|559188|Charters Towers Province
32037|Capella Creek Group|40084|Mount Morgan base Metal Gold Metallogenic Province
32037|Capella Creek Group|40535|Calliope Province
29741|Capsize Creek Complex|40484|New England Orogen
68158|Caramar Siltstone|22345|Maryborough Basin
36108|Cardross Orthogneiss|20455|Yambo Subprovince
28102|Carew Greenstone|20444|Savannah Province
69011|Carinya Granite|40484|New England Orogen
27363|Carmila beds|40484|New England Orogen
27363|Carmila beds|40536|Connors-Auburn Province
3691|Carriers Well Formation|559174|Broken River Province
3701|Carters Bore Rhyolite|556523|Mount Isa Orogen
3701|Carters Bore Rhyolite|559196|Leichhardt River Domain
21463|Carysfort Quartzite|20444|Savannah Province
39614|Cassidy Creek Metamorphics|20437|Etheridge Province
39614|Cassidy Creek Metamorphics|20454|Forsayth Subprovince
3756|Castle Hill Granite|40484|New England Orogen
24830|Castletower Granite|40484|New England Orogen
24830|Castletower Granite|407416|Wandilla Province
33141|Cecilwood Quartz Diorite|40484|New England Orogen
3854|Cedar Pocket Porphyry|40484|New England Orogen
3854|Cedar Pocket Porphyry|407419|Gympie Province
3855|Cedarton Volcanics|40484|New England Orogen
3855|Cedarton Volcanics|407416|Wandilla Province
69008|Ceratodus Granite|40484|New England Orogen
35110|Cerberus Rhyolite Member|40484|New England Orogen
35110|Cerberus Rhyolite Member|40536|Connors-Auburn Province
33435|Chahpingah Meta-Igneous Complex|40484|New England Orogen
33435|Chahpingah Meta-Igneous Complex|407416|Wandilla Province
38892|Chalmers Formation|40484|New England Orogen
39079|Champion Hills Diorite|40484|New England Orogen
31010|Channer Creek beds|40484|New England Orogen
3929|Charters Towers Metamorphics|559188|Charters Towers Province
35856|Chase Point Meta-andesite|407417|Marlborough Province
21488|Chelmsford Gneiss|20455|Yambo Subprovince
41263|Cheltenham Creek Granite|40484|New England Orogen
68149|Cherwell Mudstone Member|22345|Maryborough Basin
3981|Chillagoe Formation|20527|Hodgkinson Province
3981|Chillagoe Formation|39982|Hodgkinson Gold Metallogenic Province
3991|Chillingham Volcanics|21915|Ipswich Basin
3991|Chillingham Volcanics|40484|New England Orogen
4041|Chowey Granite|40484|New England Orogen
4041|Chowey Granite|407419|Gympie Province
21499|Chuko Quartzite|20455|Yambo Subprovince
23487|Chulcee Formation|442771|Croydon Province
4064|Chumvale Breccia|556523|Mount Isa Orogen
4077|Claddagh Granodiorite|40484|New England Orogen
4077|Claddagh Granodiorite|407416|Wandilla Province
35124|Clairview Volcanics|40484|New England Orogen
4090|Claraville beds|557148|Karumba Basin
25711|Clarke River Group|559174|Broken River Province
40870|Clayhole Schist|39807|Balcooma Base Metal Metallogenic Province
40870|Clayhole Schist|443092|Greenvale Province
33152|Cleethorpes Granodiorite|40484|New England Orogen
33152|Cleethorpes Granodiorite|407417|Marlborough Province
4137|Clematis Group|530059|Bowen Basin
4137|Clematis Group|550790|Galilee Basin
41798|Clement Creek Quartz Monzodiorite|40484|New England Orogen
73797|Clements Creek beds|40484|New England Orogen
4151|Cliffdale Volcanics|556523|Mount Isa Orogen
41800|Clive Creek Volcanics|40484|New England Orogen
41800|Clive Creek Volcanics|40536|Connors-Auburn Province
33914|Cloncurry Supersuite|556523|Mount Isa Orogen
24855|Cobbold Metadolerite|20437|Etheridge Province
41789|Cobweb Mountain Rhyolite|40536|Connors-Auburn Province
24856|Cockie Spring Tonalite|443092|Greenvale Province
4294|Coen Metamorphic Group|20444|Savannah Province
28099|Coleman River Gneiss|20444|Savannah Province
33161|Collaroy Volcanics|40484|New England Orogen
33161|Collaroy Volcanics|40536|Connors-Auburn Province
4337|Colleges Conglomerate|21915|Ipswich Basin
4337|Colleges Conglomerate|529922|Clarence-Moreton Basin
4338|Colless Volcanics|468269|Kalkarindji Igneous Province
27130|Collopy Formation|559188|Charters Towers Province
40146|Colodon Granite|40484|New England Orogen
4381|Combarngo Volcanics|530059|Bowen Basin
28465|Comet Volcanics|530059|Bowen Basin
4417|Condamine beds|40484|New England Orogen
4417|Condamine beds|559208|Silverwood Province
4452|Connolly Volcanics|40484|New England Orogen
4452|Connolly Volcanics|559208|Silverwood Province
70433|Connors Volcanic Group|40484|New England Orogen
70433|Connors Volcanic Group|40536|Connors-Auburn Province
24222|Coocerina Formation|556523|Mount Isa Orogen
24222|Coocerina Formation|559175|Canobie Domain
4512|Cooladdi Dolomite|22077|Adavale Basin
24871|Coonambula Granodiorite|40484|New England Orogen
4610|Cooneana Sandstone Member|21915|Ipswich Basin
4610|Cooneana Sandstone Member|529922|Clarence-Moreton Basin
26493|Coorikiana Sandstone|529302|Eromanga Basin
41794|Coppermine Andesite|40536|Connors-Auburn Province
31366|Coppermine Creek Granodiorite|40484|New England Orogen
31366|Coppermine Creek Granodiorite|407416|Wandilla Province
33154|Copperville Granodiorite|40484|New England Orogen
27285|Corbett Formation|20454|Forsayth Subprovince
4721|Coreena Member|27354|Surat Basin
4727|Corella Formation|39708|Selwyn Metallogenic Province
4727|Corella Formation|556523|Mount Isa Orogen
4727|Corella Formation|559175|Canobie Domain
4727|Corella Formation|559194|Kalkadoon-Leichhardt Domain
4727|Corella Formation|559198|Mary Kathleen Domain
4727|Corella Formation|559206|Tommy Creek Domain
34130|Cornelia Orthogneiss|20437|Etheridge Province
34130|Cornelia Orthogneiss|559188|Charters Towers Province
38880|Coulston Volcanics|40484|New England Orogen
27951|Cowie Granite|556523|Mount Isa Orogen
33046|Cowie Suite|556523|Mount Isa Orogen
33046|Cowie Suite|559204|Soldiers Cap Domain
35048|Craigilee beds|40484|New England Orogen
35048|Craigilee beds|40535|Calliope Province
39082|Craiglands Quartz Monzodiorite|40484|New England Orogen
4859|Cravens Peak beds|529556|Georgina Basin
4885|Cressbrook Creek Group|407416|Wandilla Province
4893|Cribb Conglomerate|21915|Ipswich Basin
4893|Cribb Conglomerate|529922|Clarence-Moreton Basin
27755|Cromwell Metabasalt Member|556523|Mount Isa Orogen
27755|Cromwell Metabasalt Member|559196|Leichhardt River Domain
4941|Crossdale Rhyolite|40484|New England Orogen
26505|Crown Point Formation|22078|Amadeus Basin
26505|Crown Point Formation|529549|Pedirka Basin
4958|Crows Nest Granite|40484|New England Orogen
4958|Crows Nest Granite|407416|Wandilla Province
4968|Croydon Volcanic Group|39826|Croydon Gold Metallogenic Province
4968|Croydon Volcanic Group|442771|Croydon Province
39145|Crystal Vale Monzogranite|40484|New England Orogen
4984|Culcraigie Granite|40484|New England Orogen
4999|Cultivation Gully Formation|20469|Burdekin Basin
5093|Curtis Island Group|40085|Mount Rawdon Copper Gold Province
5093|Curtis Island Group|40484|New England Orogen
5093|Curtis Island Group|407416|Wandilla Province
38868|Cynthia beds|40484|New England Orogen
33148|Dacey Granite|40484|New England Orogen
33148|Dacey Granite|40536|Connors-Auburn Province
5124|Dadamarine Rhyolite|40484|New England Orogen
73614|Dahls Hill Complex|407416|Wandilla Province
21604|Daintree Gneiss|20455|Yambo Subprovince
5157|Dalrymple Sandstone|22401|Laura-Lakefield Basin
33424|Dangore Volcanics|40484|New England Orogen
26300|Daniel Creek Formation|20454|Forsayth Subprovince
27758|Dargalong Metamorphics|20455|Yambo Subprovince
75641|Dartmoor Granodiorite|40536|Connors-Auburn Province
40114|Dawson Granite|40484|New England Orogen
5288|Dayboro Tonalite|40484|New England Orogen
27080|Dead Horse Metabasalt|20454|Forsayth Subprovince
38869|Deception Quartz Monzonite|40484|New England Orogen
5339|Degilbo Granodiorite|40484|New England Orogen
5339|Degilbo Granodiorite|407419|Gympie Province
5341|Deighton Quartzite|556523|Mount Isa Orogen
5341|Deighton Quartzite|559194|Kalkadoon-Leichhardt Domain
5344|Delaney Granite|20437|Etheridge Province
5355|Delubra Quartz Gabbro|40484|New England Orogen
5355|Delubra Quartz Gabbro|530059|Bowen Basin
41092|Delusion Granodiorite|40484|New England Orogen
25715|Dido Tonalite|443092|Greenvale Province
5470|Digby Formation|530016|Gunnedah Basin
5470|Digby Formation|530059|Bowen Basin
5474|Digger Creek Granite|20437|Etheridge Province
38879|Diglum Granodiorite|40484|New England Orogen
28100|Dinah Formation|20444|Savannah Province
35545|Dingo Diorite|40484|New England Orogen
35545|Dingo Diorite|40536|Connors-Auburn Province
5514|Dinner Creek Conglomerate|40484|New England Orogen
30727|Dipvale Granodiorite|556523|Mount Isa Orogen
30727|Dipvale Granodiorite|559198|Mary Kathleen Domain
28260|Dirie Sandstone|442771|Croydon Province
5547|Djuan Tonalite|40484|New England Orogen
5547|Djuan Tonalite|407416|Wandilla Province
41255|Dogherty Granite|40484|New England Orogen
24246|Doherty Formation|556523|Mount Isa Orogen
5593|Doncaster Member|27354|Surat Basin
41251|Donore Granite Gneiss|40484|New England Orogen
33137|Dooloo Tops Volcanics|40484|New England Orogen
5619|Doomadgee Formation|556523|Mount Isa Orogen
5622|Doonbara Formation|529801|Lake Eyre Basin
5627|Doonmulla Member|529302|Eromanga Basin
5628|Doonside Formation|40484|New England Orogen
5628|Doonside Formation|407416|Wandilla Province
69123|Doraville Granodiorite|40484|New England Orogen
35134|Doreen Granite|40484|New England Orogen
35134|Doreen Granite|40536|Connors-Auburn Province
41585|Dormans Flat Granite|40484|New England Orogen
27391|Dotswood Group|20469|Burdekin Basin
24253|Double Crossing Metamorphics|556523|Mount Isa Orogen
24253|Double Crossing Metamorphics|559197|Marimo-Staveley Domain
5652|Double Mountain Volcanics|40484|New England Orogen
5661|Douglas Creek Limestone|39793|Belyando Gold Province
28513|Drake Volcanics|40484|New England Orogen
28513|Drake Volcanics|559519|Emu Creek Province
40868|Dry River Metavolcanics|39807|Balcooma Base Metal Metallogenic Province
40868|Dry River Metavolcanics|443092|Greenvale Province
5734|Duaringa Formation|20298|Duaringa Basin
5739|Ducabrook Formation|559189|Drummond Basin
5749|Duckinwilla Group|22345|Maryborough Basin
73613|Duckpond Road Metamorphics|407416|Wandilla Province
23563|Duffs Range Granite|443092|Greenvale Province
5777|Dugald River Shale|556523|Mount Isa Orogen
5777|Dugald River Shale|559198|Mary Kathleen Domain
5776|Dugald River Shale Member|556523|Mount Isa Orogen
5784|Dulcie Sandstone|22113|Ngalia Basin
5784|Dulcie Sandstone|529556|Georgina Basin
32047|Dumgree Tonalite|40484|New England Orogen
5829|Dundee Rhyodacite|40484|New England Orogen
69880|Dunollie beds|40484|New England Orogen
69880|Dunollie beds|40535|Calliope Province
77107|Durabilla Formation|27354|Surat Basin
75642|East Creek Tonalite|40536|Connors-Auburn Province
30694|Easter Egg Granite|556523|Mount Isa Orogen
5911|Eastern Creek Volcanics|556523|Mount Isa Orogen
5911|Eastern Creek Volcanics|559196|Leichhardt River Domain
5911|Eastern Creek Volcanics|559201|Mount Oxide Domain
5911|Eastern Creek Volcanics|559205|Sybella Domain
33939|Eastwood Formation|22077|Adavale Basin
5953|Eddystone beds|530059|Bowen Basin
27395|Edgecumbe beds|40484|New England Orogen
27395|Edgecumbe beds|40536|Connors-Auburn Province
5994|Edward River Metamorphic Group|20444|Savannah Province
5997|Eerwah Vale Tonalite|40484|New England Orogen
5997|Eerwah Vale Tonalite|407419|Gympie Province
26533|Eidsvold Complex|40484|New England Orogen
24945|Eight Mile Creek beds|40484|New England Orogen
24945|Eight Mile Creek beds|559208|Silverwood Province
6018|Einasleigh Metamorphics|20437|Etheridge Province
6018|Einasleigh Metamorphics|39659|Woolgar Metallogenic Province
69534|Einasleigh Metamorphics - calcsilicate gneiss|20454|Forsayth Subprovince
69535|Einasleigh Metamorphics - gneiss|20454|Forsayth Subprovince
69536|Einasleigh Metamorphics - gneiss and migmatite|20454|Forsayth Subprovince
23575|Eland Metavolcanics|443092|Greenvale Province
69522|Eland Metavolcanics - chert|443092|Greenvale Province
69521|Eland Metavolcanics - meta-andesite|443092|Greenvale Province
28142|Ellenvale beds|452730|Kennedy Igneous Province - Charters Towers region
6106|Elliott Formation|22345|Maryborough Basin
38893|Ellrott Rhyolite|40484|New England Orogen
6118|Elyuah Formation|22113|Ngalia Basin
29984|Emerald Creek Microgranite|20527|Hodgkinson Province
29983|Emerald Creek Supersuite|20527|Hodgkinson Province
6188|Engow Member|452730|Kennedy Igneous Province - Charters Towers region
6196|Enoggera Granite|40484|New England Orogen
6196|Enoggera Granite|407416|Wandilla Province
38890|Erebus beds|40484|New England Orogen
38890|Erebus beds|40535|Calliope Province
39852|Ernest Henry Diorite|556523|Mount Isa Orogen
6265|Esk Formation|20434|Esk Trough
6265|Esk Formation|40484|New England Orogen
69446|Eskdale Granodiorite - gabbro|40484|New England Orogen
69466|Eskdale Granodiorite 1|40484|New England Orogen
69467|Eskdale Granodiorite 2|40484|New England Orogen
69468|Eskdale Granodiorite 3|40484|New England Orogen
69469|Eskdale Granodiorite 4|40484|New England Orogen
73487|Eskdale Granodiorite 5|40484|New England Orogen
6279|Esmeralda Granite|442771|Croydon Province
31455|Esmeralda Supersuite|39826|Croydon Gold Metallogenic Province
31455|Esmeralda Supersuite|442771|Croydon Province
6282|Esperanza Formation|467256|Arunta Orogen
6282|Esperanza Formation|556523|Mount Isa Orogen
6282|Esperanza Formation|559187|Century Domain
6282|Esperanza Formation|559201|Mount Oxide Domain
6287|Etadunna Formation|464193|Callabonna Sub-basin
6287|Etadunna Formation|529801|Lake Eyre Basin
6300|Etheridge Group|20437|Etheridge Province
6300|Etheridge Group|20454|Forsayth Subprovince
6319|Etonvale Formation|22077|Adavale Basin
6356|Eulo Queen Group|550572|Carpentaria Basin
6357|Eulogie Park Gabbro|40484|New England Orogen
33910|Eureka Supersuite|556523|Mount Isa Orogen
35042|Euroka Granite|40484|New England Orogen
6386|Eurombah Formation|27354|Surat Basin
6386|Eurombah Formation|529302|Eromanga Basin
37372|Eurydesma beds|40484|New England Orogen
37372|Eurydesma beds|559208|Silverwood Province
41254|Evandale Tonalite|40484|New England Orogen
6414|Everetts Creek Volcanics|559174|Broken River Province
6416|Evergreen Formation|27354|Surat Basin
6416|Evergreen Formation|27546|Mulgildie Basin
6416|Evergreen Formation|529302|Eromanga Basin
28542|Ewan Formation|452730|Kennedy Igneous Province - Charters Towers region
6432|Ewen Granite|556523|Mount Isa Orogen
6432|Ewen Granite|559194|Kalkadoon-Leichhardt Domain
6451|Eyre Formation|464193|Callabonna Sub-basin
6451|Eyre Formation|529801|Lake Eyre Basin
25903|Fahey Range Andesite|40484|New England Orogen
6516|Fanning River Group|20469|Burdekin Basin
6516|Fanning River Group|559188|Charters Towers Province
33427|Farquharson Granite|40484|New England Orogen
31117|Fat Hen Creek Complex|559188|Charters Towers Province
6565|Featherbed Volcanic Group|39691|Comeno Metallogenic Province
6631|Fickling Group|556523|Mount Isa Orogen
6639|Fiery Creek Volcanics|556523|Mount Isa Orogen
6639|Fiery Creek Volcanics|559196|Leichhardt River Domain
6639|Fiery Creek Volcanics|559201|Mount Oxide Domain
38573|Fiery Suite|556523|Mount Isa Orogen
30637|Fiery Supersuite|556523|Mount Isa Orogen
33434|Fifer Creek Metamorphics|40484|New England Orogen
33434|Fifer Creek Metamorphics|407416|Wandilla Province
29308|Fig Tree Hill Granite Complex|20437|Etheridge Province
35102|Finch Hatton Granite|40484|New England Orogen
6674|First Branch Creek Sandstone|40535|Calliope Province
6682|Fish River Formation|556523|Mount Isa Orogen
35395|Fitz Creek beds|40484|New England Orogen
35395|Fitz Creek beds|559208|Silverwood Province
39102|Flaggy Quartz Monzodiorite|40484|New England Orogen
41109|Flat Range Granodiorite|40484|New England Orogen
35200|Flat Top Diorite|40484|New England Orogen
6767|Floraville Formation|557148|Karumba Basin
27408|Forest Home Trondhjemite|20437|Etheridge Province
6821|Fork Lagoons beds|39793|Belyando Gold Province
6821|Fork Lagoons beds|449962|Anakie Province
6827|Forsayth Granite|20437|Etheridge Province
29974|Forsayth Supersuite|39826|Croydon Gold Metallogenic Province
72798|Foyle Volcanics|559189|Drummond Basin
23603|Fullarton River Group|556523|Mount Isa Orogen
39071|Gaeta Diorite|40484|New England Orogen
27411|Gallangowan Granodiorite|40484|New England Orogen
27411|Gallangowan Granodiorite|407416|Wandilla Province
38881|Galloway Plains Igneous Complex|40484|New England Orogen
34809|Gandry Dam Gneiss|556523|Mount Isa Orogen
34809|Gandry Dam Gneiss|559204|Soldiers Cap Domain
24282|Garden Creek Porphyry|556523|Mount Isa Orogen
35189|Gargett Granite|40484|New England Orogen
7031|Garraway Sandstone|550572|Carpentaria Basin
40116|Gavial Gabbro|40484|New England Orogen
7065|Gayndah Formation|20434|Esk Trough
7065|Gayndah Formation|40484|New England Orogen
73612|Gaythorn Metamorphics|407416|Wandilla Province
36784|Gibraltar Quartz Monzodiorite|40484|New England Orogen
7182|Gidgealpa Group|529511|Cooper Basin
30695|Gidya Granite|556523|Mount Isa Orogen
7193|Gigoomgan Limestone|40484|New England Orogen
7193|Gigoomgan Limestone|407419|Gympie Province
7197|Gilbert River Formation|22401|Laura-Lakefield Basin
7197|Gilbert River Formation|529302|Eromanga Basin
7197|Gilbert River Formation|550572|Carpentaria Basin
25005|Gilberton Formation|20488|Gilberton Basin
23616|Gilded Rose Breccia|556523|Mount Isa Orogen
7225|Gilgurry Mudstone|40484|New England Orogen
7225|Gilgurry Mudstone|559519|Emu Creek Province
36985|Gilla Volcanics|40484|New England Orogen
36985|Gilla Volcanics|407416|Wandilla Province
25924|Gilpeppee Member|529302|Eromanga Basin
7245|Gin Creek Granite|556523|Mount Isa Orogen
7245|Gin Creek Granite|559197|Marimo-Staveley Domain
32035|Ginger Creek Member|40535|Calliope Province
7313|Glandore Granodiorite|39627|Cracow Metallogenic Province
7313|Glandore Granodiorite|40484|New England Orogen
73778|Glassford Igneous Complex - leucocratic granite|40484|New England Orogen
74686|Glen Eva Complex|407416|Wandilla Province
23619|Glen Idol Schist|556523|Mount Isa Orogen
23619|Glen Idol Schist|559204|Soldiers Cap Domain
41106|Glen View Quartz Monzodiorite|40484|New England Orogen
40122|Glencoe Gabbro|40484|New England Orogen
27782|Glenell Granodiorite|39799|Mount Leyshon Gold Metallogenic Province
32146|Glenhalvern Granite|40484|New England Orogen
34819|Glenholme Breccia|556523|Mount Isa Orogen
32148|Glenleigh Granite|40484|New England Orogen
33160|Glenprairie beds|40484|New England Orogen
33160|Glenprairie beds|559209|Yarrol Province
7441|Glenrock Group|20469|Burdekin Basin
7441|Glenrock Group|452730|Kennedy Igneous Province - Charters Towers region
7441|Glenrock Group|559188|Charters Towers Province
41253|Glissons Granodiorite|40484|New England Orogen
35543|Gloucester Granite|40484|New England Orogen
35543|Gloucester Granite|40536|Connors-Auburn Province
21875|Gobongo Metamorphics|40484|New England Orogen
21875|Gobongo Metamorphics|407416|Wandilla Province
40866|Golden Creek Meta-andesite|39807|Balcooma Base Metal Metallogenic Province
40866|Golden Creek Meta-andesite|443092|Greenvale Province
23624|Goldsmiths Granite|20437|Etheridge Province
35018|Gonyelinka Ignimbrite Member|40484|New England Orogen
23625|Good Night beds|40484|New England Orogen
23625|Good Night beds|407416|Wandilla Province
32158|Goodedulla beds|40484|New England Orogen
21884|Goolha-Goolha Schist|20444|Savannah Province
30165|Goomboorian Intrusive Complex|407419|Gympie Province
74039|Goomboorian Intrusive Complex - diorite|40484|New England Orogen
74040|Goomboorian Intrusive Complex - gabbro|40484|New England Orogen
27785|Goondicum Gabbro|40484|New England Orogen
31678|Gorge Quartzite|20444|Savannah Province
7645|Goyan Andesite|40484|New England Orogen
40123|Gracemere Gabbro|40484|New England Orogen
7661|Grafton Formation|529922|Clarence-Moreton Basin
25933|Grahams Creek Formation|22345|Maryborough Basin
