Stratno | Stratigraphic Name | Entity Number | Province Name 
2895|Bullenbalong Suite|556736|Lachlan Orogen
2897|Bullenbalong Supersuite|556736|Lachlan Orogen
70000|Bulliac Formation|40573|Tamworth Province
2911|Bullio Granite|556736|Lachlan Orogen
2926|Bulls Camp Volcanics|556736|Lachlan Orogen
33275|Bumballa Formation|556736|Lachlan Orogen
2937|Bumberra Formation|556736|Lachlan Orogen
2939|Bumberry Formation|556736|Lachlan Orogen
2947|Bumbolee Creek Formation|556736|Lachlan Orogen
68915|Bunaleer Dacite Member|40484|New England Orogen
27121|Bundaburrah Granodiorite|556736|Lachlan Orogen
2963|Bundamba Group|27354|Surat Basin
2963|Bundamba Group|529922|Clarence-Moreton Basin
2980|Bundarra Suite|40484|New England Orogen
67901|Bundarra Supersuite|40484|New England Orogen
34392|Bundook beds|40484|New England Orogen
2992|Bundundah Granite|556736|Lachlan Orogen
23439|Bundycoola Formation|530359|Darling Basin
3000|Bunga beds|556736|Lachlan Orogen
24203|Bungendore Formation|556736|Lachlan Orogen
3008|Bungil Formation|27354|Surat Basin
3008|Bungil Formation|529302|Eromanga Basin
34589|Bungonia Group|556736|Lachlan Orogen
38279|Bungulla Monzogranite|40484|New England Orogen
67899|Bungulla Suite|40484|New England Orogen
73423|Bunker Creek Formation|20533|Delamerian Orogen
3060|Burcher Greywacke|556736|Lachlan Orogen
21388|Burilda Granite|556736|Lachlan Orogen
3078|Burly Jacky Sandstone Member|556736|Lachlan Orogen
73706|Burnt Yards Basalt|556736|Lachlan Orogen
77076|Burnt Yards Basalt Member|556736|Lachlan Orogen
3099|Burra Burra Creek Formation|556736|Lachlan Orogen
3106|Burra Group|20306|Mount Painter Block
3117|Burraga Granite|556736|Lachlan Orogen
31555|Burraga Suite|556736|Lachlan Orogen
24797|Burranah Formation|556736|Lachlan Orogen
3126|Burrandana Granite|556736|Lachlan Orogen
3126|Burrandana Granite|559178|Central NSW - Omeo Province
25710|Burrandong Creek Member|556736|Lachlan Orogen
75833|Burrawan serpentinite|40484|New England Orogen
3142|Burrinjuck Granite|556736|Lachlan Orogen
3148|Burrum Coal Measures|22345|Maryborough Basin
3177|Burthong Formation|556736|Lachlan Orogen
28421|Butmaroo Granite|556736|Lachlan Orogen
31655|Butmaroo Suite|556736|Lachlan Orogen
29500|Byng Volcanics|556736|Lachlan Orogen
3226|Byong Volcanics|556736|Lachlan Orogen
3235|Byron Range Group|556736|Lachlan Orogen
3248|CSA Siltstone|535919|Cobar Basin
3248|CSA Siltstone|556736|Lachlan Orogen
3251|Cabanandra Granodiorite|556736|Lachlan Orogen
21409|Cabonne Group|40077|Cadia Porphyry Copper Gold Metallogenic Province
21409|Cabonne Group|556736|Lachlan Orogen
3277|Cadia Coach Shale|556736|Lachlan Orogen
29660|Cadia Hill Monzonite|556736|Lachlan Orogen
3284|Cadna-owie Formation|464193|Callabonna Sub-basin
3284|Cadna-owie Formation|529302|Eromanga Basin
76945|Cairncross Monzogranite|40484|New England Orogen
3322|Calivil Formation|556736|Lachlan Orogen
77040|Callaghan Creek Tonalite|40484|New England Orogen
3345|Callemondah Granodiorite|556736|Lachlan Orogen
3359|Caloma Sandstone|556736|Lachlan Orogen
33680|Cambalong Metamorphic Complex|556736|Lachlan Orogen
3378|Camboon Volcanics|39627|Cracow Metallogenic Province
3378|Camboon Volcanics|40536|Connors-Auburn Province
3378|Camboon Volcanics|530059|Bowen Basin
23460|Cambrai Granite|556736|Lachlan Orogen
28197|Camden Haven Group|22198|Lorne Basin
28197|Camden Haven Group|40484|New England Orogen
28197|Camden Haven Group|407594|Port Macquarie Province
3385|Camden Head Claystone|22198|Lorne Basin
3390|Camelford Limestone|556736|Lachlan Orogen
24208|Camp Hill Sandstone Member|556736|Lachlan Orogen
3427|Campbells Group|556736|Lachlan Orogen
42011|Campbells Group undifferentiated sediments|556736|Lachlan Orogen
41053|Campbells Hill Monzogranite|40484|New England Orogen
67904|Campfire Monzogranite|40484|New England Orogen
3447|Canberra Formation|556736|Lachlan Orogen
21429|Candelo Tonalite|556736|Lachlan Orogen
76976|Cannabul Monzogranite|556736|Lachlan Orogen
73521|Cannela Formation|20314|Wonominta Block
3473|Canobolas Volcanic Complex|556736|Lachlan Orogen
3476|Canomodine Limestone|556736|Lachlan Orogen
29527|Canowindra Volcanics|556736|Lachlan Orogen
42000|Canowindra Volcanics, Nargong Volcanics|556736|Lachlan Orogen
3554|Cappanana Formation|556736|Lachlan Orogen
30309|Captain Rocks Formation|40484|New England Orogen
30309|Captain Rocks Formation|40555|Gamilaroi Terrane/Province
3563|Captains Flat Formation|556736|Lachlan Orogen
28435|Cara Formation|40484|New England Orogen
3566|Caragabal Granite|556736|Lachlan Orogen
31544|Caragabal Suite|556736|Lachlan Orogen
31459|Carawandool Volcanics|556736|Lachlan Orogen
3588|Carcoar Granodiorite|556736|Lachlan Orogen
40934|Cardinal View Formation|556736|Lachlan Orogen
33857|Cargelligo Formation|556736|Lachlan Orogen
3610|Cargo Creek Limestone|556736|Lachlan Orogen
33398|Carlachy Sandstone Member|556736|Lachlan Orogen
3651|Caroda Formation|40484|New England Orogen
77255|Caroona Seam|530016|Gunnedah Basin
3671|Carrai Granodiorite|40484|New England Orogen
73981|Carrai Suite|40484|New England Orogen
40759|Carramundra Member|40484|New England Orogen
3716|Carwoola Formation|556736|Lachlan Orogen
3779|Cataract River Member|40484|New England Orogen
77032|Cathcart Monzogranite|556736|Lachlan Orogen
3787|Cathedral Group|556736|Lachlan Orogen
3787|Cathedral Group|559492|Melbourne-Mathinna Zone
3797|Catombal Group|556736|Lachlan Orogen
3824|Cavan Bluff Limestone|556736|Lachlan Orogen
3853|Cedar Party Limestone|40484|New England Orogen
76977|Celeys Creek Monzogranite|556736|Lachlan Orogen
3873|Cerberean Volcanics|559492|Melbourne-Mathinna Zone
24835|Cessnock Sandstone Member|22361|Nambour Basin
3883|Chaelundi Complex|40484|New England Orogen
33678|Chakola Formation|556736|Lachlan Orogen
32689|Charcoal Tank Granite|556736|Lachlan Orogen
32689|Charcoal Tank Granite|559178|Central NSW - Omeo Province
28221|Chateau Douglas Sandstone Member|40484|New England Orogen
3937|Chaucer Redbed Member|556736|Lachlan Orogen
3938|Checkers Member|556736|Lachlan Orogen
24837|Cheesemans Creek Formation|556736|Lachlan Orogen
28449|Cheitmore Limestone Member|556736|Lachlan Orogen
21487|Chellington Quartz Syenite|556736|Lachlan Orogen
30854|Chesleigh Group|556736|Lachlan Orogen
3959|Chesney Formation|535919|Cobar Basin
3959|Chesney Formation|556736|Lachlan Orogen
3972|Cheyenne Complex|40484|New England Orogen
24219|Chichester Formation|40484|New England Orogen
70476|Chilcotts Creek Ignimbrite Member|40484|New England Orogen
3991|Chillingham Volcanics|21915|Ipswich Basin
3991|Chillingham Volcanics|40484|New England Orogen
4080|Clagger Sandstone|556736|Lachlan Orogen
4081|Claire Creek Limestone Member|556736|Lachlan Orogen
30040|Clandulla Limestone|556736|Lachlan Orogen
29561|Clarence River Suite|40484|New England Orogen
36112|Clarence River Supersuite|40484|New England Orogen
77609|Clareval Coal Member|40484|New England Orogen
40924|Clarevale Barite Member|556736|Lachlan Orogen
33400|Clear Hills Monzodiorite|556736|Lachlan Orogen
4128|Clear Range Granodiorite|556736|Lachlan Orogen
31567|Clear Range Suite|556736|Lachlan Orogen
25846|Clearview Limestone Member|556736|Lachlan Orogen
4137|Clematis Group|530059|Bowen Basin
4137|Clematis Group|550790|Galilee Basin
32694|Clements Formation|556736|Lachlan Orogen
4144|Clevedale Migmatite|408445|Olary Domain
76946|Clevedale Migmatite Member|408445|Olary Domain
31725|Cliefden Caves Limestone Subgroup|556736|Lachlan Orogen
4147|Clifden Formation|40484|New England Orogen
77256|Clift Seam|530016|Gunnedah Basin
4165|Cliftonwood Limestone Member|556736|Lachlan Orogen
38274|Clive Monzogranite|40484|New England Orogen
76947|Cloghnan Shale Member|556736|Lachlan Orogen
25849|Coan Granite|556736|Lachlan Orogen
26259|Coando Volcanics|547727|Mount Hope Trough
77050|Coates Creek Ignimbrite Member|556736|Lachlan Orogen
29508|Coates Creek Member|556736|Lachlan Orogen
27673|Cobar Supergroup|556736|Lachlan Orogen
21510|Cobargo Granodiorite|556736|Lachlan Orogen
31492|Cobargo Suite|556736|Lachlan Orogen
32459|Cobbannah Group|444520|Tabberabbera Zone
32459|Cobbannah Group|556736|Lachlan Orogen
4260|Cobblers Creek Limestone|556736|Lachlan Orogen
77257|Cobbora Formation|530016|Gunnedah Basin
27372|Cobra Formation|556736|Lachlan Orogen
40947|Cockatoo Point Limestone Member|556736|Lachlan Orogen
21515|Coco Range Sandstone|530359|Darling Basin
4293|Cocoparra Group|556736|Lachlan Orogen
70478|Coeypolly Conglomerate Member|40484|New England Orogen
38341|Coffs Harbour Association|40484|New England Orogen
4301|Coffs Harbour beds|40484|New England Orogen
4301|Coffs Harbour beds|40549|Coffs Harbour Province
70480|Cohens Gully Ignimbrite Member|40484|New England Orogen
4334|Colinton Volcanics|556736|Lachlan Orogen
23496|Collingullie Granite|556736|Lachlan Orogen
23496|Collingullie Granite|559178|Central NSW - Omeo Province
31562|Collingullie Suite|556736|Lachlan Orogen
4374|Colraine Mudstone|40484|New England Orogen
21522|Combaning Formation|556736|Lachlan Orogen
4387|Comboyne Basalt|22198|Lorne Basin
25853|Comerong Volcanics|39645|Pambula Metallogenic Province
25853|Comerong Volcanics|556736|Lachlan Orogen
27131|Comiala Shale Member|40484|New England Orogen
34399|Commong Formation|40484|New England Orogen
4421|Condobolin Formation|556736|Lachlan Orogen
74202|Confreys Formation|556736|Lachlan Orogen
4433|Conger Formation|40484|New England Orogen
41054|Congi Creek Monzogranite|40484|New England Orogen
73959|Congi Creek Suite|40484|New England Orogen
21532|Connemarra Formation|556736|Lachlan Orogen
4452|Connolly Volcanics|40484|New England Orogen
4452|Connolly Volcanics|559208|Silverwood Province
4471|Coocoran Claystone Member|27354|Surat Basin
23503|Coodravale Granodiorite|556736|Lachlan Orogen
33193|Cookaburragong Granodiorite|559178|Central NSW - Omeo Province
40938|Cookbundoon Formation|556736|Lachlan Orogen
4499|Cookman Formation|556736|Lachlan Orogen
33801|Cooks Vale Granite|556736|Lachlan Orogen
4503|Coolac Ophiolite Suite|556736|Lachlan Orogen
4506|Coolac Serpentinite|556736|Lachlan Orogen
24606|Coolagolite Granodiorite|556736|Lachlan Orogen
25856|Coolamine Igneous Complex|556736|Lachlan Orogen
31468|Coolamine Suite|556736|Lachlan Orogen
76978|Coolangubra Monzogranite|556736|Lachlan Orogen
25857|Cooleman Limestone|556736|Lachlan Orogen
4528|Cooleman Plains Group|556736|Lachlan Orogen
21546|Coolumbooka Granodiorite|556736|Lachlan Orogen
31565|Coolumbooka Suite|556736|Lachlan Orogen
4571|Cooma Granodiorite|556736|Lachlan Orogen
4572|Cooma Metamorphic Complex|556736|Lachlan Orogen
4573|Cooma Suite|556736|Lachlan Orogen
31495|Cooma Supersuite|556736|Lachlan Orogen
31842|Coomaloo Ignimbrite Member|556736|Lachlan Orogen
23506|Coombadjha Volcanic Complex|40484|New England Orogen
29939|Coomber Formation|556736|Lachlan Orogen
4594|Coombing Formation|556736|Lachlan Orogen
31716|Coonambro Volcanics|556736|Lachlan Orogen
77004|Coondella Creek Monzogranite|556736|Lachlan Orogen
4616|Coonigan Formation|20417|Bancannia Trough
24873|Coopers Creek Limestone|556736|Lachlan Orogen
75739|Coorabakh Conglomerate|40484|New England Orogen
26493|Coorikiana Sandstone|529302|Eromanga Basin
4654|Cootamundra Group|556736|Lachlan Orogen
27134|Cootralantra Granodiorite|556736|Lachlan Orogen
4667|Copeland Road Formation|40484|New England Orogen
42294|Copeland Road Formation, Faulkland Formation, Karuah Formation|40484|New England Orogen
34439|Copes Creek Andesite|40484|New England Orogen
4677|Copper Creek Shale|556736|Lachlan Orogen
37468|Copper Hill Intrusive Complex|556736|Lachlan Orogen
68844|Copper Hill Suite|556736|Lachlan Orogen
31721|Copperhannia Member|556736|Lachlan Orogen
40929|Copplestone Member|556736|Lachlan Orogen
4698|Coramba beds|40484|New England Orogen
4721|Coreena Member|27354|Surat Basin
4735|Corner Limestone Member|556736|Lachlan Orogen
4755|Corryong Granite|556736|Lachlan Orogen
38278|Cottesbrook Monzogranite|40484|New England Orogen
27752|Cotton Formation|556736|Lachlan Orogen
27265|Couragago Granodiorite|556736|Lachlan Orogen
28479|Cow Flat Granite Porphyry|556736|Lachlan Orogen
21568|Cowangara Formation|40484|New England Orogen
27135|Cowcumbala Rhyolite|556736|Lachlan Orogen
25864|Cowombat Siltstone|556736|Lachlan Orogen
74598|Cowpers Creek Conglomerate|556736|Lachlan Orogen
4811|Cowra Granodiorite|556736|Lachlan Orogen
31569|Cowra Suite|556736|Lachlan Orogen
4813|Cowridge Siltstone|556736|Lachlan Orogen
31722|Cowriga Limestone Member|556736|Lachlan Orogen
37713|Coynallan Tonalite|556736|Lachlan Orogen
4847|Cranky Corner Sandstone|570581|Cranky Corner Basin
4869|Crawney Limestone Member|40484|New England Orogen
4879|Crescent Complex|40484|New England Orogen
69439|Crescent Head Formation|40484|New England Orogen
70521|Creswells Tank Granodiorite|20489|Thomson Orogen
29283|Crinoidal Limestone Member|556736|Lachlan Orogen
4910|Croajingalong Granite|556736|Lachlan Orogen
23521|Crossleys Tank Formation|556736|Lachlan Orogen
23523|Crowl Creek Formation|530359|Darling Basin
29918|Crowther Monzodiorite|556736|Lachlan Orogen
4961|Crowthers Road Conglomerate|40484|New England Orogen
4970|Crudine Group|556736|Lachlan Orogen
4974|Cudal Group|556736|Lachlan Orogen
42012|Cudal Group undifferentiated sediments|556736|Lachlan Orogen
70030|Cuddyong Formation|556736|Lachlan Orogen
33397|Cudgelbar Sandstone Member|556736|Lachlan Orogen
33408|Culela Member|556736|Lachlan Orogen
77061|Culela Mudstone Member|556736|Lachlan Orogen
73992|Cullendore Granite|40484|New England Orogen
25867|Cullens Creek Granite|40484|New England Orogen
73890|Cullens Creek Suite|40484|New England Orogen
5014|Cumberland Rhyolite|556736|Lachlan Orogen
5017|Cumbijowa Granite|556736|Lachlan Orogen
31563|Cumbijowa Suite|556736|Lachlan Orogen
5030|Cunglebung Creek beds|40484|New England Orogen
5031|Cunningham Formation|556736|Lachlan Orogen
24236|Curdimurka Subgroup|20331|Curnamona Province
24238|Curmulee Conglomerate|556736|Lachlan Orogen
5055|Currabubula Formation|40484|New England Orogen
33194|Currah Granite|559178|Central NSW - Omeo Province
5060|Currajong Limestone Member|556736|Lachlan Orogen
38857|Currajong Park Beds""|556736|Lachlan Orogen
74607|Currawalla Shale|556736|Lachlan Orogen
27138|Currawang Basalt|556736|Lachlan Orogen
30310|Curricabark Formation|40555|Gamilaroi Terrane/Province
78494|Currowan Creek Basalt Member|556736|Lachlan Orogen
5084|Currowong Granodiorite|556736|Lachlan Orogen
21594|Currumburrama Volcanics|556736|Lachlan Orogen
5093|Curtis Island Group|40085|Mount Rawdon Copper Gold Province
5093|Curtis Island Group|40484|New England Orogen
5093|Curtis Island Group|407416|Wandilla Province
31705|Curumbenya Ignimbrite Member|556736|Lachlan Orogen
5119|Daalboro Sandstone|556736|Lachlan Orogen
76948|Daisy Plains Leucomonzogranite|40484|New England Orogen
73984|Daisy Plains Suite|40484|New England Orogen
5142|Dalgety Granodiorite|556736|Lachlan Orogen
5143|Dalgety Suite|556736|Lachlan Orogen
31423|Dalrida Granite|556736|Lachlan Orogen
28493|Dalwood Group|530078|Sydney Basin
5174|Dandahra Creek Leucogranite|40484|New England Orogen
25714|Dangarfield Formation|40484|New England Orogen
24240|Danswell Creek Granodiorite|556736|Lachlan Orogen
33453|Darbys Ridge Conglomerate|556736|Lachlan Orogen
77026|Dargals Monzogranite|556736|Lachlan Orogen
23533|Daroobalgie Volcanics|556736|Lachlan Orogen
37914|Darthula Rhyodacite Member|40484|New England Orogen
23537|Darts Creek Mudstone|40484|New England Orogen
5274|Davies Creek Granite|556736|Lachlan Orogen
5279|Davys Plains Limestone Member|556736|Lachlan Orogen
35345|Dawsons Granite|556736|Lachlan Orogen
27079|Daylesford Limestone|556736|Lachlan Orogen
5290|Days Creek Gabbro|40484|New England Orogen
74036|Days Creek Suite|40484|New England Orogen
5292|De Drack Formation|556736|Lachlan Orogen
25874|Deakin Volcanics|556736|Lachlan Orogen
77066|Deards Coal Member|40484|New England Orogen
73365|Dederang Siltstone Member|556736|Lachlan Orogen
5335|Deep Gully Creek Conglomerate Member|556736|Lachlan Orogen
77005|Delegate Monzogranite|556736|Lachlan Orogen
5352|Delegate River Mudstone|556736|Lachlan Orogen
31500|Delegate Suite|556736|Lachlan Orogen
5365|Dempsey Formation|530078|Sydney Basin
25877|Denman Formation|530078|Sydney Basin
5391|Deriah Formation|530016|Gunnedah Basin
74616|Derrida Phase|556736|Lachlan Orogen
5403|Derriwong Group|556736|Lachlan Orogen
5426|Deua Formation|556736|Lachlan Orogen
5432|Devils Elbow Limestone Member|40484|New England Orogen
24917|Dewrang Group|549700|Gloucester Basin
77039|Dicky Cooper Monzogranite|556736|Lachlan Orogen
5470|Digby Formation|530016|Gunnedah Basin
5470|Digby Formation|530059|Bowen Basin
5480|Digilah Formation|27354|Surat Basin
37357|Dignams Siltstone|556736|Lachlan Orogen
78493|Dingo Road Basalt Member|556736|Lachlan Orogen
29267|Dinoga Formation|40540|Woolomin Province
21669|Dirnaseer Gabbro|556736|Lachlan Orogen
5547|Djuan Tonalite|40484|New England Orogen
5547|Djuan Tonalite|407416|Wandilla Province
23549|Doctor George Granite|556736|Lachlan Orogen
23550|Dog Trap Creek Formation|40484|New England Orogen
5593|Doncaster Member|27354|Surat Basin
36335|Donganelly Formation|556736|Lachlan Orogen
24250|Donovan Basic Complex|556736|Lachlan Orogen
5620|Doona Sandstone Member|27354|Surat Basin
77246|Doona Seam|530016|Gunnedah Basin
5622|Doonbara Formation|529801|Lake Eyre Basin
39535|Doongala Chert Member|556736|Lachlan Orogen
5628|Doonside Formation|40484|New England Orogen
5628|Doonside Formation|407416|Wandilla Province
41585|Dormans Flat Granite|40484|New England Orogen
5642|Dorrigo Mountain Complex|40484|New England Orogen
23556|Double Peak Volcanics|547727|Mount Hope Trough
5654|Doubtful River Gabbro|556736|Lachlan Orogen
5668|Douro Group|556736|Lachlan Orogen
5685|Downderry Limestone Member|556736|Lachlan Orogen
37910|Downs Rhyodacite Member|40484|New England Orogen
75835|Doyles River Road Serpentinite|40484|New England Orogen
28513|Drake Volcanics|40484|New England Orogen
28513|Drake Volcanics|559519|Emu Creek Province
21693|Dramoore Granodiorite|556736|Lachlan Orogen
27392|Drik-Drik Formation|40555|Gamilaroi Terrane/Province
29673|Drogheda Volcanics|556736|Lachlan Orogen
73366|Drouin Conglomerate Member|556736|Lachlan Orogen
23562|Dryden Sandstone Member|556736|Lachlan Orogen
24931|Drysdale Conglomerate Member|535919|Cobar Basin
5750|Duckmaloi Granite|556736|Lachlan Orogen
39631|Dukes Basalt|556736|Lachlan Orogen
29509|Dulladerry Volcanics|556736|Lachlan Orogen
5798|Dumboy-Gragin Granite|40484|New England Orogen
73938|Dumboy-Gragin Suite|40484|New England Orogen
27393|Dumbudgery Creek Granodiorite|40484|New England Orogen
73891|Dumbudgery Creek Suite|40484|New England Orogen
25886|Dummy Creek Conglomerate|40484|New England Orogen
39092|Duncans Creek Suite|40484|New England Orogen
5803|Duncans Creek Trondhjemite|40484|New England Orogen
5803|Duncans Creek Trondhjemite|40540|Woolomin Province
5806|Dunchurch Formation|556736|Lachlan Orogen
5829|Dundee Rhyodacite|40484|New England Orogen
74026|Dundee Suite|40484|New England Orogen
73899|Dundee Supersuite|40484|New England Orogen
24937|Dundurrabin Granodiorite|40484|New England Orogen
73905|Dundurrabin Suite|40484|New England Orogen
5845|Dungeree Volcanics|556736|Lachlan Orogen
24258|Dunhill Bluff Limestone Member|556736|Lachlan Orogen
5846|Dunkeld Granite|556736|Lachlan Orogen
26531|Dunmoogin Formation|556736|Lachlan Orogen
30352|Durandal Granite|556736|Lachlan Orogen
5881|Duxford Member|40484|New England Orogen
5883|Dyamberin beds|40484|New England Orogen
70522|Dynamite Tank Granodiorite|20489|Thomson Orogen
5895|Eagleton Volcanics|40484|New England Orogen
41055|East Lake Monzogranite|40484|New England Orogen
73913|East Lake Suite|40484|New England Orogen
73552|Easter Monday Formation|556736|Lachlan Orogen
77633|Eastons Arm Rhyolite Member|40484|New England Orogen
69441|Echo Hills Formation|40484|New England Orogen
39340|Edithvale Formation|556736|Lachlan Orogen
34598|Efflux Siltstone Member|556736|Lachlan Orogen
76979|Egan Peaks Monzogranite|556736|Lachlan Orogen
6018|Einasleigh Metamorphics|20437|Etheridge Province
6018|Einasleigh Metamorphics|39659|Woolgar Metallogenic Province
75831|Elby Glen Station serpentinite|40484|New England Orogen
21740|Ellenborough Volcanics|40484|New England Orogen
25893|Ellenden Granite|556736|Lachlan Orogen
31573|Ellenden Suite|556736|Lachlan Orogen
6092|Ellerslie Granodiorite|556736|Lachlan Orogen
31635|Ellerslie Suite|556736|Lachlan Orogen
6102|Elliots Shale Member|556736|Lachlan Orogen
26537|Elmside Formation|556736|Lachlan Orogen
6114|Elsmore Granite|40484|New England Orogen
73956|Elsmore Suite|40484|New England Orogen
77013|Emerald Beach Monzogranite|40484|New England Orogen
74016|Emerald Beach Suite|40484|New England Orogen
6143|Emmaville Volcanics|40484|New England Orogen
