Reference Id | Author | Year | Title | Source | Vol/Part | Pages
60084|Geological Survey of Victoria|1967|Melbourne,Victoria, 1:250 000 Sheet SJ 55-5, [First edition]|Geological Survey of Victoria|1v|Map
60085|Kennedy, D.R., Rose, G.|1966|Tallangatta, New South Wales, Sheet SJ 55-3, First edition|Geological Survey of New South Wales, Department of Mines|1v|Map
60126|Sinclair, N., Monteil, E.|2004|New palynology of the Casterton Formation, Sawpit-1, Otway Basin, Australia|Geoscience Australia. Record|2004/3|10p.
60267|Ashley, P.M., Dawson, M. W., Sivell, W.J., Wilson, J.S., Dunlap, W.J.|2003|New data on the geology and geochronology of the area south of Tooraweenah, New South wales|Geological Survey of New South Wales. Quarterly Notes|115|p13-32
60299|Klootwijk, C.|2003|DM Tangorin DDH1 drillcore, Cranky Corner Basin magnetostratigraphy, palaeomagnetism and rock magnetism IN Facer, R.A and Foster, C.B. (eds.)  "Geology of the Cranky Corner Basin"|New South Wales Department of Mineral Resources. Coal and Petroleum Bulletin|4|p207-238
60417|Zhen, Y.Y., Percival, I.G.|2004|Dariwilian (Middle Ordovician) conodonts from the Weemalla Formation, south or Orange, New South Wales|Association of Australasian Palaeontologists, Memoir|30|p153-178
60421|Paine, M.D., Bennetts, D.A., Webb, J.A., Morand, V.J.|2004|Nature and extent of Pliocene strandlines in southwestern Victoria and their application to Late Neogene tectonics|Australian Journal of Earth Sciences|51(3)|p407-422
60423|Wormald, R.J., Price, R.C., Kemp, A.I.S.|2004|Geochemistry and Rb-Sr geochronology of the alkaline-peralkaline Narraburra Complex, central southern New South Wales; tectonic significance of Late Devonian granitic magmatism in the Lachlan Fold Belt|Australian Journal of Earth Sciences|51(3)|p369-384
60451|Cayley, R.A., Taylor, D.H.|2001|Ararat - 1:100 000 Map Area Geological Report|Geological Survey of Victoria. Report|115|324p
60452|Edwards, J., Moore, D.H., Lynn, S.F., Bibby, L.M.|2001|Wedderburn - 1:100 000 Map Area Geological Report|Geological Survey of Victoria. Report|122|113p
60454|Cayley, R.A., Taylor, D.H.|2000|Ararat 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60456|Taylor, D.H., Cayley, R.A.|2000|Watgania 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60457|Cayley, R.A., Taylor, D.H.|2000|Stawell and part of Callawadda 1:50 000 geological map|Geological Survey of Victoria|1v|map
60458|Cayley, R.A., Taylor, D.H.|2000|Fyans and part of Glenorchy 1:50 000 geological map|Geological Survey of Victoria|1v|map
60459|Cayley, R.A., Taylor , D.H.|2000|Ararat and part of Rupanyup 1:100 000 geological interpretation of geophysical features map|Geological Survey of Victoria|1v|map
60461|Edwards, J., Moore, D.H., Lynn, S.|2001|Wedderburn 1:100 000 geological map|Geological Survey of Victoria|1v|map
60462|Moore, D.H.|2001|Wedderburn 1:100 000 geological interpretation of geophysical features|Geological Survey of Victoria|1v|map
60491|Bibby, L.M., Moore, D.H.|1998|Charlton 1:100 000 map geological report|Geological Survey of Victoria. Report|116|92
60492|Bibby, L.M., Moore, D.H.|1998|Charlton 1:100 000 geological map|Geological Survey of Victoria|1v|Map
60493|Moore, D.H., Bibby, L.M.|1998|Charlton 1:100 000 map. Geological interpretation of geophysical features|Geological Survey of Victoria|1v|Map
60503|VandenBerg, A.H.M., Hendrickx, M.A., Willman, C.E., Magart, A.P.M., Simons, B.A., Ryan, S.M.|1998|Benambra 1:100 000 map area geological report|Geological Survey of Victoria. Report|114|279
60504|Willman, C.E., Magart, A.P.M., Simons, B., Hendrickx, M., VandenBerg, A.H.M.|1998|Gibbo 1:50 000 geological map|Geological Survey of Victoria|1v|map
60505|VandenBerg, A.H.M., Hendrickx, M., Willman, C.E., Magart, A.P.M., Simons, B.A., Ryan, S.M.|1998|Benambra 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60506|VandenBerg, A.H.M., Hendrickx, M., Willman, C.E., Magart, A.P.M., Simons, B.A., Ryan, S.M.|1998|Dart 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60507|Hendrickx, M., Willman, C.E., Simons, B.A., VandenBerg, A.H.M.|1998|Leinster 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60508|Simons, B.A.|1999|Benambra 1:100 000 geological interpretation of geophysical features map|Geological Survey of Victoria|1v|Map
60529|Edwards, J.|1997|Murchison, Victoria 1:50 000 geological map sheet 7924-4, Zone 55 - Edition 1|Geological Survey of Victoria|1v|Map
60536|Spaggiari, C.V., Gray, D.R., Foster, D.A.|2004|Lachlan Orogen subduction-accretion systematics revisited|Australian Journal of Earth Sciences|51(4)|p549-553
60538|McGowran, B., Holdgate, G.R., Li, Q., Gallagher, S.J.|2004|Cenozoic stratigraphic succession in southeastern Australia|Australian Journal of Earth Sciences|51(4)|p459-496
60540|Pufahl, P.K., James, N.P., Bone, Y., Lukasik, J.J.|2004|Pliocene sedimentation in a shallow, cool-water, estuarine gulf, Murray Basin, South Australia|Sedimentology|51(5)|p997-1027
60541|Hendrickx, M.A., Willman, C.E., Magart, A.P.M., Rooney, S., VandenBerg, A.H.M., Oranskaia, A., White, A.J.R.|1996|The geology and prospectivity of the Murrungowar 1:100 000 map area, eastern Victoria|VIMP Report|26|140p
60542|VandenBerg, A.H.M., Hendrickx, M.A., Willman, C.E., Magart, A.P.M., Oranskaia, A., Rooney, S., White, A.J.R.|1996|The geology and prospectivity of the Orbost 1:100 000 map area, Eastern Victoria|VIMP Report|25|158p
60543|Moore, D.H.|1996|Horsham: 1:250 000 geophysical interpretation of post-cratonic features|Geological Survey of Victoria.|1v|Map
60544|Moore, D.H.|1996|Horsham: 1:250 000 geophysical interpretation of basement geology|Geological Survey of Victoria.|1v|Map
60563|Arditto, P.A.|2000|Field-based Tutorial to the Eastern Otway Basin|PESA News|46|p45-47
60567|Burtt, A.C., Abbot, P.J., Fanning, C.M.|2000|Definition of Teal Hill and Marne River Volcanics and associated shear zone|MESA Journal|17|p37-43
60581|Taylor, D.H.|1996|Ballarat 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60582|Taylor, D.H.|1996|Mercer 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60583|Taylor, D.H.|1996|Linton 1:50 000 geological map|Geological Survey of Victoria.|1v|Map
60584|Taylor, D.H.|1996|Rokewood 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60585|Taylor, D.H., Whitehead, M.L., Olshina, A., Leonard, J.G.|1996|Ballarat 1:100 000 map geological report|Geological Survey of Victoria. Report|101|117p
60591|Wohlt, K.E., Edwards, J.|1999|Heathcote 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60592|Edwards, J., Wohlt, K.E.|1999|Costerfield and part of Pyalong 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60593|Wohlt, K.E., Edwards, J.|1999|Avonmore 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60595|Edwards, J., Wohlt, K.E.|1999|Colbinabbin 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60596|Wohlt, K.E., Edwards, J.|1999|Tongala 1:50 000 geological map|Geological Survey of Victoria|1v|Map
60597|Slater, K.R.|1999|Heathcote and parts of Woodend and Echuca 1:100 000 map. Geological interpretation of geophysical features|Geological Survey of Victoria|1v|Map
60599|Edwards, J., Wohlt, K.E., Slater, K.R., Olshina, A., Hutchinson, D.F.|1998|Heathcote and parts of Woodend and Echuca 1:100 000 map area geological report|Geological Survey of Victoria. Report|108|212pp, 6 maps, 1 disk (3 1/2 in)
60634|Gartrell, A., Zhang, Y., Lisk, M., Dewhurst, D.|2004|Fault intersections as critical hydrocarbon leakage zones: integrated field study and numerical modelling of an example from the Timor Sea, Australia|Marine and Petroleum Geology|21|p1165-1179
60638|Brown, B.J., Muller, R.D., Gaina, C., Struckmeyer, H.I.M., Stagg, H.M.J., Symonds, P.A.|2003|Formation and evolution of Australian passive margins: implications for locating the boundary between continental and oceanic crust|Geological Society of Australia Special Publication and Geological Society of America Special Paper|372(spec.paper):22(spec.pub.)|p223-243
60666|PESA News|2004|Nexus Embarks On a Six Well Drilling Campaign|PESA News|73|p14-17
60703|Megirian, D., Murray, P., Schwartz, L., Von Der Borch, C.|2004|Late Oligocene Kangaroo Well Local Fauna from the Ulta Limestone (new name), and climate of the Miocene oscillation across central Australia|Australian Journal of Earth Sciences|51(5)|p701-741
60707|Cooper, S.A., Belousova, E.A.|2004|Granite gneiss basement on Flinders Island, South Australia|Australian Journal of Earth Sciences|51(5)|p611-619
60712|Dyson, I.A., Gatehouse, C.G., Jago, J.B.|1996|Sequence stratigraphy of the Talisker Calc-siltstone and lateral equivalents in the Cambrian Kanmantoo Group|Geological Survey of South Australia, Quarterly Geological Notes|129|p27-41
60785|Fitzgerald, E.M.G.|2004|A review of the Tertiary fossil Cetacea (Mammalia) localities in Australia|Memoirs of the Museum of Victoria|61(2)|p183-208
60902|Glen, R.A., Stewart, I.R., Percival, I.G.|2004|Narooma Terrane: implications for the construction of the outboard part of the Lachlan Orogen|Australian Journal of Earth Sciences|51(6)|p859-884
60904|Gray, D.R., Foster, D.A.|2004|Tectonic evolution of the Lachlan Orogen, southeast Australia; historical review, data synthesis and modern perspectives|Australian Journal of Earth Sciences|51(6)|p773-p817
60905|Spaggiari, C.V., Gray, D.R., Foster, D.A.|2004|Formation and emplacement of the Dolodrook serpentinite body, Lachlan Orogen, Victoria - CORRIGENDUM|Australian Journal of Earth Sciences|51(6)|p919
60953|Geological Survey Branch (compiler), S.A.|2000|Geological Map of South Australia 1:2 000 000|Geological Survey of South Australia|1v|Map
60958|Zang, W.|2003|Maitland Special map sheet, South Australia, Geological Atlas 1:250 000 Series, Sheet SI53-12 and portion of SI53-16 - Second edition|Geological Survey of South Australia|1v|Map
60959|Reid, P., Preiss, W.V.|1999|Parachilna, South Australia, 1:250 000 Sheet SH 54-13 - Second edition|Geological Survey of South Australia|1v|Map
61016|Essential Petroleum Resources Limited|2005|Essential Petroleum Resources Limited is unlocking the potential of the Otway Basin.|PESA News (Victorian Supplement),|2005|p13-14
61017|Bernecker, T., Driscoll, J.|2005|Forthcoming relinquishments in the onshore Otway Basin may yield new gazettal blocks|PESA News (Victorian Supplement),|2005|p5-6
61045|Stagg, H.M.J., Colwell, J.B., Direen, N.G., O'Brien, P.E., Brown, B.J., Bernardel, G., Borissova, I., Carson, L., Close, D.B.|2004|Geological Framework of the Continental Margin in the region of the Australian Antarctic Territory|Geoscience Australia. Record|2004/25|pp356
61046|Abbot, P., Burtt, A., Ferguson, D., Moriarty, K.|2005|Cambrian mineral resources come of age - the Kanmantoo revival|MESA Journal|36|p6-12
61070|Schwarz, M.P.|2003|Lincoln, South Australia,  1:250 000 map sheet SI 53-11 -  Second edition|South Australia. Geological Survey. Geological Atlas 1:250 000 Series|1v|Map
61108|Cowley, W.M., Fairclough, M.C.|2003|Surface geology of the Gawler Craton, 1:1 000 000, preliminary edition|South Aust. Geol. Surv.||map
61120|Sandford, A.C.|2005|Early Devonian phacopid trilobites from Seville, Australia: Phacopidae of Victoria, Part 4|Alcheringa|29(1)|p1-28
61121|Zang, W.|2003|MAITLAND Special map sheet, South Australia, 1:250 000 Series, Sheet SI53-12 and portion SI153-16 - Second edition|South Australia. Geological Survey. Geological Atlas 1:250 000 Series|1v|Map
61136|Edwards, J., Cayley, R.A., Joyce, E.B.|2005|Geology and geomorphology of the Lady Julia Percy Island volcano off the coast of Victoria, Australia|Proceedings of the Royal Society of Victoria|116(1)|p15-35
61140|Holdgate, G.|2005|Harmers Haven (Cape Paterson): Victoria's First Coal Site Revisited|Geological Society of Australia. Earth Sciences History Group. Newsletter|35|p9-11
61146|Bierlein, F.P., McKnight, S.|2005|Possible Intrusion-related Gold Systems in the Western Lachlan orogen, Southeast Australia|Economic Geology|100(2)|p385-398
61155|Langford, R.P., Wilford, G.E., Truswell, E.M., Isern, A.R.|1995|Palaeogeographic Atlas of Australia: CAINOZOIC|Australian Geological Survey Organisation|10|37p
61160|Morand, V.J., Simons, B.A., Taylor, D.H., Cayley, R.A., Maher, S., Wohlt, K.E., Radojkovic, A.M.|2005|Bogong 1:100 000 map area geological report|Geological Survey of Victoria. Report|125|208 pp
61161|Willman, C.E., Cayley, R.A., VandenBerg, A.H.M., Haydon, S.J., Osborne, C.R., Seymon, A.R., Thom, J.L.|2005|Dargo 1:100 000 map area geological report|Geological Survey of Victoria. Report|126|189 pp
61163|VandenBerg, A.H.M., Willman, C.E., Morand, V.J., McHaffie, I.W., Simons, B.A., Quinn, C., Westcott, A.|2004|Buffalo 1:100 000 map area geological report|Geological Survey of Victoria. Report|124|205 pp
61164|Morand, V.J., Wohlt, K.E., Taylor, D.H., Cayley, R.A., Simons, B.A., Maher, S.|2004|Tawonga 1:50 000 geological map|Geological Survey of Victoria|1v|map
61165|Wohlt, K.E., Morand, V.J., Taylor, D.H.|2004|Mitta Mitta 1:50 000 geological map|Geological Survey of Victoria|1v|map
61166|Cayley, R.A., Taylor, D.H., Morand, V.J., Wohlt, K.E., Radojkovic, A.M., Simons, B.A.|2004|Feathertop 1:50 000 geological map|Geological Survey of Victoria|1v|map
61167|Taylor, D.H., Morand, V.J., Cayley, R.A., Wohlt, K.E., Simons, B.A.|2004|Falls Creek 1:50 000 geological map|Geological Survey of Victoria|1v|map
61168|Simons, B.A.|2005|Bogong 1:100 000 geological interpretation of geophysical features map|Geological Survey of Victoria|1v|map
61169|Osborne, C.R., Cayley, R.A., Willman, C.E., Haydon, S.J.|2005|Dargo Plains 1:50 000 geological map|Geological Survey of Victoria|1v|map
61170|Cayley, R.A., Osborne, C.R., Willman, C.E., Haydon, S.J.|2005|Cobungra 1:50 000 geological map|Geological Survey of Victoria|1v|map
61171|Willman, C.E., Osborne, C.R., Cayley, R.A., VandenBerg, A.H.M., Haydon, S.J.|2005|Crooked River 1:50 000 geological map|Geological Survey of Victoria|1v|map
61172|VandenBerg, A.H.M., Osborne, C.R., Cayley, R.A., Willman, C.E., Haydon, S.J.|2005|Steve 1:50 000 geological map|Geological Survey of Victoria|1v|map
61173|Haydon, S.J.|2005|Dargo 1:100 000 geological interpretation of geophysical features map|Geological Survey of Victoria|1v|map
61174|VandenBerg, A.H.M., Morand, V.J., Quinn, C., Edwards, J., Wohlt, K.E.|2004|Myrtleford 1:50 000 geological map|Geological Survey of Victoria|1v|map
61175|VandenBerg, A.H.M., Morand, V.J.|2004|Bright 1:50 000 geological map|Geological Survey of Victoria|1v|map
61176|VandenBerg, A.H.M., Simons, B.A., Quinn, C., Willman, C.E., Edwards, J., Morand, V.J.|2004|Dandongadale 1:50 000 geological map|Geological Survey of Victoria|1v|map
61177|VandenBerg, A.H.M., Simons, B.A., Quinn, C., Willman, C.E.|2004|Buffalo 1:50 000 geological map|Geological Survey of Victoria|1v|map
61178|Simons, B.A.|2004|Buffalo 1:100 000 map area geological interpretation of geophysical features|Geological Survey of Victoria|1v|map
61179|Willman, C.E.|1988|Spring Gully 1:10 000 map area, Bendigo Goldfield geological report|Geological Survey of Victoria. Report|85|62pp
61180|Weston, K.S.|1992|Minerals of Victoria|Geological Survey of Victoria. Report|92|72pp, 1 map
61181|McHaffie, I.W., Buckley, R.W.|1995|Industrial minerals and rocks of Victoria|Geological Survey of Victoria. Report|102|209pp, 1 map
61182|Geological Survey of Victoria|1995|Eastern Otway Basin; The stratigraphy, structure, geophysics and hydrocarbon potential of the Eastern Otway Basin|Geological Survey of Victoria. Report|103|241pp, vol of 84 figs, 16 enclosures
61183|Cayley, R.A., Taylor, D.H.|1997|Grampians special map area and geological report|Geological Survey of Victoria. Report|107|150pp, 5 maps
61185|Edwards, J., Olshina, A., Slater, K.R.|1997|Nagambie and part of Yea 1:100 000 map geological report|Geological Survey of Victoria. Report|109|142pp, 5 maps, 1 disk (3 1/2in)
61186|King, R.L., Weston, K.S.|1997|Dimension stone in Victoria|Geological Survey of Victoria. Report|112|217pp
61187|Willocks, A.J., Haydon, S.J., Asten, M.W., Moore, D.H.|1999|Geophysical signatures of base metal deposits in Victoria|Geological Survey of Victoria Report and Australian Society of Exploration Geophysicists Spec. Publ.|Rep. 119 and Spec. Publ. 11|162 pp
61196|O'Shea, P.|2005|Eastern Victoria's gold potential exposed; new reports uncover mineral potential at Bogong and Dargo|Discovery: Victoria's Earth Resources Journal|June|p17
61207|Wallace, M.W., Dickinson, J.A., Moore, D.H., Sandiford, M.|2005|Late Neogene strandlines of southern Victoria: a unique record of eustasy and tectonics in southeastern Australia|Australian Journal of Earth Sciences|52(2)|p279-297
61210|Paul, B., Hergt, J.M., Woodhead, J.D.|2005|Mantle heterogeneity beneath the Cenozoic volcanic provinces of central Victroia inferred from trace-element and Sr, Nd, Pb and Hf isotope data|Australian Journal of Earth Sciences|52(2)|p243-260
61212|Nelson, E.J., Hillis, R.R.|2005|In situ stresses of the West Tuna area, Gippsland Basin|Australian Journal of Earth Sciences|52(2)|p299-313
61216|Tasmanian Geological Survey|2005|Devonian granites and associated mineralisation in northeast and northwest Tasmania: excursion guide - May 2005|Geological Survey of Tasmania. Records|2005/03|72p
61230|Gallagher, S.J., Taylor, D., Apthorpe, M., Stilwell, J.D., Boreham, C.J., Holdgate, G.R., Wallace, M.W., Quilty, P.G.|2005|Late Cretaceous dysoxia in a southern high latitude siliciclastic succession, the Otway Basin, southeastern Australia|Palaeogeography, Palaeoclimatology, Palaeoecology|223(3-4)|p317-348
61302|Mehin, K., Bock, M.P.|1998|Cretaceous source rocks of the onshore Gippsland Basin, Victoria|VIMP Report|54|98p
61307|Wilson, C.J.L. (ed.), Sandiford, M., Flottmann, T., Vassallo, J., Wilson, C.|1999|The Great Southern Transect II: a geological section incorporating the Lachlan Fold Belt, Adelaide Fold Belt and Gawler Craton - Halls Gap (Victoria) to Port Lincoln (SA). Specialist Group in Tectonics and Structural Geology Field Guide #6|Geological Society of Australia. S.G.T.S.G. Field Guide|6|79p
61314|New South Wales Department of Mineral Resources|1995|Murray Basin IN Stewart, R. and Adler, D. (eds.) "New South Wales Wales Petroleum Potential" - Bulletin|New South Wales. Department of Mineral Resources. Coal and Petroleum Geology Branch. Bulletin|1|p113-134
61323|Maung, T.U.|1992|Siesmic interpretation problems caused by Miocene channels in the central part of the Gippsland Basin IN Joint AusIMM (Melbourne) and PESA (Vic-Tas) "'Energy, Economics and Environment' Gippsland Basin Symposium: Melbourne 22-23 June 1992"|The Australian Institute of Mining and Metallurgy|1v|p1-13
61328|Duddy, I.R., Green, P.F.|1992|Tectonic development of the Gippsland Basin and environs: Identification of key episodes using apatite fission track analysis IN "Energy, Economics and Environment' Gippsland Basin Symposium: Melbourne 22-23 June 1992"|Proceedings of the Gippsland Basin Symposium, The Australasian Institute of mining and Metallurgy|1v|p111-120
61329|Holdgate, G.R., McNicol, M.D.|1992|New directions - old ideas: Hydrocarbon prospects of the Strzelecki Group, Onshore Gippsland Basin IN Joint AusIMM (Melbourne) and PESA (Vic-Tas) "'Energy, Economics and Environment' Gippsland Basin Symposium: Melbourne 22-23 June 1992"|The Australasian Institute of Mining and Metallurgy: Melbourne|1v|p121-131
61336|Barton, C.M., Bolger, P.F., Holdgate, G.R., Thompson, B.R., Webster, R.L.|1992|The brown coal geology of the Gippsland Basin IN Joint AusIMM (Melbourne) and PESA (Vic-Tas) "'Energy, Economics and Environment' Gippsland Basin Symposium: Melbourne 22-23 June 1992" : mongraph|The Australasian Institute of Mining and Metallurgy: Melbourne|1v - Monograph paper|pi-xviii (at end of volume)
61369|Molloy, R.M., Morand, V., Ramsay, W.R.H.|1995|Structural controls in the Tarnagulla Goldfield, Central Victoria: implications for metamorphically derived auriferous fluids IN Mauk, J.L. and George, J.D.St. (eds.) "Proceedings of the 1995 PACRIM Congress: Auckland, New Zealand..."|AusIMM. Conference Proceedings|1v|p383-388
61411|Berry, R.F., Gray, D.R.|2001|The structure of the coastal section from Goat Island to Ulverstone, northwestern Tasmania|Geological Society of Australia. Specialist Group in Tectonics and Structural Geology. Field Guide.|10|28p
61412|Berry, R.F., Holm, O.|2001|The structure of northwestern Tasmania|Geological Society of Australia. Specialist Group in Tectonics and Structural Geology. Field Guide.|11|52p
61413|Johnson, S.E., Vernon, R.H., Hobbs, B.E.|1994|Deformation and metamorphism of the Cooma Complex, southeastern Australia|Geological Society of Australia. Specialist Group in Tectonics and Structural Geology. Field Guide.|4|89p
61469|Oil & Gas Australia|2005|New phase of acivity for Bass Strait Oil Company|Oil & Gas Australia. Victoria Supplement|September 2005|p32-33
61470|Oil & Gas Australia|2005|New group formed to handle geoscience issues|Oil & Gas Australia. Victoria Supplement|September 2005|p26-28
61471|Oil & Gas Australia|2005|Unlocking the potential of the Otway Basin|Oil & Gas Australia. Victoria Supplement|September 2005|p34-36
61528|Mitchell, M.M., Duddy, I.R., O'Sullivan, P.B.|1997|Reappraisal of the age and origin of the Casterton Formation, western Otway Basin, Victoria|Australian Journal of Earth Sciences|44(6)|p819-830
