Stratno | Stratigraphic Name | Reference Id | Usage No |   Usage  | Page Number | Minimum Age Name | Maximum Age Name | Reference Comments | Numerical Age | Parent Units | Constituents | Related Units | Lithology 
3554|Cappanana Formation|36414|5|Briefly described|map legend|Ludlovian|Ludlovian|Includes unnamed limestone unit. Siltstone, shale, sandstone and minor tuff. Underlies Colinton Volcanics. Unconformably overlies Foxlow Beds. GSNSW map code: Sp.|||||
3554|Cappanana Formation|37251|5|Briefly described|p239||||||||
3554|Cappanana Formation|39626|6|Mentioned|p275||||||||
3554|Cappanana Formation|40328|3|Fully described|p60||||||||
3554|Cappanana Formation|40689|6|Mentioned|p4||||||||
3554|Cappanana Formation|41356|5|Briefly described|p42||||||||
3554|Cappanana Formation|42497|5|Briefly described|Map legend|Ludlovian|Ludlovian||||||
3554|Cappanana Formation|42727|5|Briefly described|map legend|Ludlow|Ludlow|Shale, siltstone and minor quartzite and tuff. Unconformable over Pittman Formation; underlies Colinton Volcanics. BMR map symbol: Scp. Geol. Prov: Canberra Block.|||||
3554|Cappanana Formation|42820|2|Defined|p39|early Ludlow|||||||
3554|Cappanana Formation|43233|5|Briefly described|Map Legend||Late Silurian|of Bredbo Group|||||
3554|Cappanana Formation|44093|5|Briefly described|p198 App. 1|Late Silurian|Late Silurian|In the Canberra Block. Geological Province: Lachlan Fold Belt.|||||
3554|Cappanana Formation|61895|6|Mentioned|p134 Fig.1,||||||||
3554|Cappanana Formation|66197|5|Briefly described|p631 Fig.3c|Ludlow||Canberra-Yass and Ngunawal Basins. Overlain by Colinton Volcanics.|||||
3563|Captains Flat Formation|12185|5|Briefly described|map legend|Upper Silurian|Upper Silurian|Interbedded slate and lithic tuff, thin basalt and dacite, sandstone. Overlies Kohinoor Volcanics. BMR map symbol: Suf.|||||
3563|Captains Flat Formation|22768|6|Mentioned|p177||||||||
3563|Captains Flat Formation|22857|4|Described|p177, p474 App.1 Tb.A1.6|Late Silurian|Late Silurian|Of the Hoskinstown Group. Shale, siltstone sediments with volcaniclastic interbeds. Max. thickness: 1200m. Geological Province: Captains Flat-Goulburn Trough.|||||
3563|Captains Flat Formation|23048|5|Briefly described|p3 fig5||Late Silurian||||||
3563|Captains Flat Formation|24128|5|Briefly described|p35|||Geological Province: Lachlan Fold Belt.|||||
3563|Captains Flat Formation|29992|6|Mentioned|Map legend|Silurian|Silurian||||||
3563|Captains Flat Formation|29994|6|Mentioned|Map legend|Late Silurian|Late Silurian||||||
3563|Captains Flat Formation|30433|5|Briefly described|p695||||||||
3563|Captains Flat Formation|31017|6|Mentioned|p45||||||||
3563|Captains Flat Formation|31019|6|Mentioned|Map legend|Silurian|Silurian||||||
3563|Captains Flat Formation|31020|5|Briefly described|p12|||Also mention Fig. 5.|||||
3563|Captains Flat Formation|31111|6|Mentioned|p112|||See also P114, 116, 120, 124, 126, 130, 134|||||
3563|Captains Flat Formation|32671|6|Mentioned|Map legend|Silurian|Silurian||||||
3563|Captains Flat Formation|32820|6|Mentioned|p3|||Hoskinstown Gp.|||||
3563|Captains Flat Formation|33325|5|Briefly described|Table 2||||||||
3563|Captains Flat Formation|36413|2|Defined|p65|Late Silurian|Late Silurian||||||
3563|Captains Flat Formation|36414|5|Briefly described|map legend|Pridolian|Ludlovian|Of Hoskinstown Group. Includes Sinclair Conglomerate Member and Yandyguinula Member. Overlies Carwoola Formation and Kohinoor Volcanics. GSNSW map code: Sf.|||||
3563|Captains Flat Formation|37727|4|Described|p44||||||||
3563|Captains Flat Formation|39331|6|Mentioned|p52||||||||
3563|Captains Flat Formation|40328|4|Described|p181||||||||
3563|Captains Flat Formation|42497|5|Briefly described|Map Legend|Pridolian|Ludlovian||||||
3563|Captains Flat Formation|42727|5|Briefly described|map legend|Pridoli|Ludlow|Of Hoskinstown Group. Includes Sinclair Conglomerate Member. Shale, siltstone, acid and basic volcanic flows and tuff. Over Kohinoor Volcanics and Copper Creek Shale; interfingers with Carwoola Fm. BMR map symbol: Suf. Geol. Prov: Captains Flat Block.|||||
3563|Captains Flat Formation|42820|2|Defined|p50|Late Silurian|Late Silurian|of Hoskinstown Group|||||
3563|Captains Flat Formation|43472|14|Not recorded|p420, fig.1||||||||
3563|Captains Flat Formation|48878|2|Defined|p.8-11||Late Silurian|On many pages. p.7,5,15-17,19,20,22-24,26-28,39,44,45,Pl.3,4. 2500'- over 4000', O/lies Kohinoor Volcs & Carwoola Beds. U.Silurian. Fig.3.|||||
3563|Captains Flat Formation|66197|5|Briefly described|p631 Fig.3c|||Canberra-Yass and Ngunawal Basins. Mixed mafic/silicic volcanics and clastics. In the Hoskinstown Group. Overlies the Carwoola and Kohinoor Formations.|||||
3716|Carwoola Formation|22768|6|Mentioned|p177||||||||
3716|Carwoola Formation|22857|4|Described|p177, p474 App.1 Tb.A1.6|Late Silurian|Late Silurian|Of the Hoskinstown Group. Deep water sediments. Max. thickness: 1200m. Geological Province: Captains Flat-Goulburn Trough.|||||
3716|Carwoola Formation|23048|5|Briefly described|p3 fig5||Late Silurian||||||
3716|Carwoola Formation|24128|5|Briefly described|p35|||Geological Province: Lachlan Fold Belt.|||||
3716|Carwoola Formation|32820|6|Mentioned|p3|||Hoskinstown Gp.|||||
3716|Carwoola Formation|36413|2|Defined|p64|Late Silurian|Late Silurian||||||
3716|Carwoola Formation|36414|5|Briefly described|on cross-section only|Pridolian|Ludlovian|Of Hoskinstown Group. Underlies Captains Flat Formation; overlies Kohinoor Volcanics. Siltstone, shale, argillaceous sandstone. GSNSW map code: Sa.|||||
3716|Carwoola Formation|39626|6|Mentioned|p275||||||||
3716|Carwoola Formation|40328|5|Briefly described|p181||||||||
