Stratno | Stratigraphic Name | Entity Number | Province Name 
23535|Dartella Volcanic Group|556736|Lachlan Orogen
23535|Dartella Volcanic Group|559178|Central NSW - Omeo Province
23536|Dartmouth Granite|556736|Lachlan Orogen
37540|Davidsons Lane Formation|556736|Lachlan Orogen
34900|Day Hill Syenite|556736|Lachlan Orogen
34862|Dead Bird Suite|444520|Tabberabbera Zone
5297|Dead Bull Member|556736|Lachlan Orogen
21630|Dead Cattle Gully Ignimbrite|556736|Lachlan Orogen
74735|Dealba Sandstone Member|556736|Lachlan Orogen
39642|Deborah Back Sandstone|556736|Lachlan Orogen
5313|Deddick Rhyodacite|556736|Lachlan Orogen
37541|Deenicull Schist|556736|Lachlan Orogen
5327|Deep Creek Siltstone|556736|Lachlan Orogen
37692|Deep Creek Siltstone, Costerfield Siltstone|556736|Lachlan Orogen
21636|Delatite Group|444520|Tabberabbera Zone
21636|Delatite Group|556736|Lachlan Orogen
5352|Delegate River Mudstone|556736|Lachlan Orogen
24913|Dellicknora Granite|556736|Lachlan Orogen
36796|Demons Bluff Group|22295|Bass Basin
36796|Demons Bluff Group|34874|Cape Wickham Sub-basin
35340|Denicull Formation|556736|Lachlan Orogen
30530|Derndang Granite|556736|Lachlan Orogen
24916|Detarka Ignimbrite|556736|Lachlan Orogen
29205|Devils Den Conglomerate|556736|Lachlan Orogen
74895|Devils Plain Siltstone Member|556736|Lachlan Orogen
30557|Dicks Creek Ignimbrite|556736|Lachlan Orogen
37267|Digger Island Marlstone|556736|Lachlan Orogen
37267|Digger Island Marlstone|559492|Melbourne-Mathinna Zone
21665|Dingo Hill Lava|556736|Lachlan Orogen
21666|Dinner Hill Gap Lava|556736|Lachlan Orogen
37544|Donna Buang Ignimbrite|559492|Melbourne-Mathinna Zone
27761|Donnellys Creek Siltstone|556736|Lachlan Orogen
37545|Dookie Igneous Complex|444520|Tabberabbera Zone
37545|Dookie Igneous Complex|556736|Lachlan Orogen
21683|Doonarlik Ignimbrite|556736|Lachlan Orogen
37716|Double Bull Granodiorite|556736|Lachlan Orogen
21688|Douglas Ignimbrite|556736|Lachlan Orogen
21692|Doyle Gully Ignimbrite|556736|Lachlan Orogen
5705|Dromana Granite|556736|Lachlan Orogen
26527|Drummer Granodiorite|556736|Lachlan Orogen
40269|Duck Bay Volcanics|27009|Gippsland Basin
30285|Duggan Creek Granite|556736|Lachlan Orogen
39631|Dukes Basalt|556736|Lachlan Orogen
74890|Dungeon Gully Sandstone Member|556736|Lachlan Orogen
21713|Dunneworthy Granodiorite|556736|Lachlan Orogen
34706|Dysentery Tonalite|556736|Lachlan Orogen
5892|Eagle Point Sand Member|27009|Gippsland Basin
37551|Eagles Peak Basalt|556736|Lachlan Orogen
5900|East Kiewa Granodiorite|556736|Lachlan Orogen
5924|Eastern View Formation|22295|Bass Basin
5924|Eastern View Formation|34874|Cape Wickham Sub-basin
74887|Easts Lookout Siltstone|556736|Lachlan Orogen
6008|Eight Mile Creek Granite|556736|Lachlan Orogen
30952|Eight Mile Loop Rhyolite|559178|Central NSW - Omeo Province
6016|Eildon Sandstone|556736|Lachlan Orogen
37718|Eleven Bob Granodiorite|556736|Lachlan Orogen
6095|Ellery Granite|556736|Lachlan Orogen
32290|Emperor Subgroup|27009|Gippsland Basin
24268|Enano Group|40074|Benambra Base Metal Metallogenic Province
24268|Enano Group|556736|Lachlan Orogen
6183|Enfield Granite|556736|Lachlan Orogen
31575|Enfield Suite|556736|Lachlan Orogen
6227|Ercildoun Granite|20367|Stawell Zone
6227|Ercildoun Granite|20512|Bendigo Zone
6227|Ercildoun Granite|556736|Lachlan Orogen
28537|Errinundra Group|444524|Mallacoota Zone
28537|Errinundra Group|556736|Lachlan Orogen
73285|Eumeralla Supersequence|436513|Otway Basin
26542|Everard Granite|556736|Lachlan Orogen
6427|Eversley Granite|20367|Stawell Zone
27771|Everton Granodiorite|444520|Tabberabbera Zone
29835|Fainting Range Ignimbrite|556736|Lachlan Orogen
38063|Fairview Andesite Breccia|556736|Lachlan Orogen
30548|Fairy Sandstone|556736|Lachlan Orogen
39627|Federal Basalt|556736|Lachlan Orogen
28549|Feltis Farm Tonalite|556736|Lachlan Orogen
6619|Ferny Creek Rhyodacite|559492|Melbourne-Mathinna Zone
30510|Fiddlers Green Granodiorite|556736|Lachlan Orogen
74889|Flagstone Creek Sandstone Member|556736|Lachlan Orogen
24985|Flounder Formation|27009|Gippsland Basin
6778|Flowerdale Granodiorite|556736|Lachlan Orogen
6779|Flowerdale Member|556736|Lachlan Orogen
37552|Fluke Knob Ignimbrite|556736|Lachlan Orogen
6824|Forlorn Hope Granite|556736|Lachlan Orogen
21818|Frying Pan Creek Ignimbrite|556736|Lachlan Orogen
6946|Gabo Island Granite|444524|Mallacoota Zone
6946|Gabo Island Granite|556736|Lachlan Orogen
6947|Gabo Suite|556736|Lachlan Orogen
7041|Garvey Gully Formation|444520|Tabberabbera Zone
7041|Garvey Gully Formation|556736|Lachlan Orogen
7046|Gattamurh Granite|556736|Lachlan Orogen
7090|Geera Clay|536552|Murray Basin
7097|Gelantipy Ignimbrite|556736|Lachlan Orogen
7121|Genoa Peak Granite|444524|Mallacoota Zone
7121|Genoa Peak Granite|556736|Lachlan Orogen
37719|Gentle Annie Porphyry|556736|Lachlan Orogen
36865|Gibbo River Formation|556736|Lachlan Orogen
27289|Gibsons Folly Formation|40074|Benambra Base Metal Metallogenic Province
27289|Gibsons Folly Formation|556736|Lachlan Orogen
30550|Gillingall Ignimbrite|556736|Lachlan Orogen
7269|Gippsland Limestone|27009|Gippsland Basin
21860|Glen Shiel Ignimbrite|556736|Lachlan Orogen
32492|Glenaroua Microgranite|556736|Lachlan Orogen
32492|Glenaroua Microgranite|559492|Melbourne-Mathinna Zone
7361|Glenbog Suite|556736|Lachlan Orogen
7362|Glenbog Supersuite|556736|Lachlan Orogen
7370|Glencoe Limestone Member|27009|Gippsland Basin
7400|Glenelg River Metamorphic Complex|20533|Delamerian Orogen
7400|Glenelg River Metamorphic Complex|556736|Lachlan Orogen
73467|Glenelg River Metamorphic Complex - mafic intrusives|556736|Lachlan Orogen
25014|Glenlogie Granodiorite|20367|Stawell Zone
25014|Glenlogie Granodiorite|556736|Lachlan Orogen
26582|Glennie Granite|556736|Lachlan Orogen
7443|Glenrowan Granite|556736|Lachlan Orogen
24290|Glenthompson Sandstone|20367|Stawell Zone
24290|Glenthompson Sandstone|556736|Lachlan Orogen
69404|Goat Rocks Conglomerate|556736|Lachlan Orogen
26585|Golden Ball Granite|556736|Lachlan Orogen
32307|Golden Beach Subgroup|27009|Gippsland Basin
7511|Goldie Chert|20512|Bendigo Zone
7511|Goldie Chert|39753|Bendigo Gold Metallogenic Province
7511|Goldie Chert|556736|Lachlan Orogen
37557|Good Morning Bill Schist|556736|Lachlan Orogen
23628|Goongerah Granodiorite|556736|Lachlan Orogen
7571|Goonmirk Rocks Granodiorite|556736|Lachlan Orogen
21889|Gordon Creek Ignimbrite|556736|Lachlan Orogen
69400|Goughs Bay Sandstone Member|556736|Lachlan Orogen
7672|Grampians Group|20367|Stawell Zone
7672|Grampians Group|556736|Lachlan Orogen
30954|Grand View Syenite|556736|Lachlan Orogen
7707|Granya Granite|556736|Lachlan Orogen
7707|Granya Granite|559178|Central NSW - Omeo Province
7710|Grass Flat Granite|556736|Lachlan Orogen
7753|Green Hills Granodiorite|556736|Lachlan Orogen
37723|Greggs Granodiorite|556736|Lachlan Orogen
37725|Grieves Granite|556736|Lachlan Orogen
32299|Grunter Member|27009|Gippsland Basin
25939|Gurnard Formation|27009|Gippsland Basin
37743|Guys Forest Granodiorite|556736|Lachlan Orogen
32294|Halibut Subgroup|27009|Gippsland Basin
34854|Hallets Road Tonalite|556736|Lachlan Orogen
37744|Halls Paddock Diorite|556736|Lachlan Orogen
21939|Handford Creek Formation|556736|Lachlan Orogen
38326|Hapuku Subgroup|27009|Gippsland Basin
8069|Harcourt Granodiorite|20512|Bendigo Zone
8069|Harcourt Granodiorite|556736|Lachlan Orogen
21945|Hardwicke Creek Rhyolite|556736|Lachlan Orogen
38464|Harts Paddock Diorite|556736|Lachlan Orogen
8154|Haunted Hills Gravel|27009|Gippsland Basin
8189|Hawksview Granite|556736|Lachlan Orogen
8189|Hawksview Granite|559178|Central NSW - Omeo Province
74894|Hearns Mudstone Member|556736|Lachlan Orogen
68647|Heathcote Volcanic Group|20512|Bendigo Zone
68647|Heathcote Volcanic Group|39753|Bendigo Gold Metallogenic Province
68647|Heathcote Volcanic Group|556736|Lachlan Orogen
41920|Hemleys Granite|20367|Stawell Zone
37560|Hemsley Suite|20367|Stawell Zone
8294|Hermit Granite|556736|Lachlan Orogen
39637|Herschell Formation|556736|Lachlan Orogen
21957|Hesket Ignimbrite|556736|Lachlan Orogen
73300|Heytesbury Supersequence|436513|Otway Basin
21958|Hickman Creek Granite|556736|Lachlan Orogen
21960|Highton Volcanics|556736|Lachlan Orogen
35114|Hollands Creek Ignimbrite|556736|Lachlan Orogen
37561|Holloways Formation|556736|Lachlan Orogen
74175|Home Station Sandstone Member|556736|Lachlan Orogen
8460|Honeysuckle Hill Gravels|27009|Gippsland Basin
29698|Hospital Creek Sandstone|556736|Lachlan Orogen
8531|House Creek Granite|559178|Central NSW - Omeo Province
26622|Howe Range Granite|556736|Lachlan Orogen
37563|Howitt Spur Formation|556736|Lachlan Orogen
8538|Howqua Chert|444520|Tabberabbera Zone
8538|Howqua Chert|556736|Lachlan Orogen
28613|Humevale Siltstone|556736|Lachlan Orogen
8585|Hummocks Serpentinite|20533|Delamerian Orogen
30592|Hylands Member|556736|Lachlan Orogen
37748|Illoura Granodiorite|20367|Stawell Zone
37748|Illoura Granodiorite|20512|Bendigo Zone
37748|Illoura Granodiorite|556736|Lachlan Orogen
27436|Ingliston Granite|556736|Lachlan Orogen
34711|Ino Creek Granodiorite|556736|Lachlan Orogen
8753|Iona Tonalite|556736|Lachlan Orogen
8785|Irondoon Granodiorite|556736|Lachlan Orogen
73609|Jamieson Volcanic Group|556736|Lachlan Orogen
8881|Jarrahmond Granite|556736|Lachlan Orogen
28623|Jeffcott Granite|20367|Stawell Zone
22023|Jellung Ignimbrite|556736|Lachlan Orogen
37869|Jemba Ignimbrite|556736|Lachlan Orogen
8906|Jemmys Point Formation|27009|Gippsland Basin
8926|Jerilderie Formation|20308|Oaklands Basin
8980|Jindera Granite|556736|Lachlan Orogen
8980|Jindera Granite|559178|Central NSW - Omeo Province
31594|Jindera Suite|556736|Lachlan Orogen
37749|Jingellic Tonalite|556736|Lachlan Orogen
30558|Johnson Mudstone|556736|Lachlan Orogen
9028|Jordan River Group|556736|Lachlan Orogen
23676|Jungle Creek Granodiorite|556736|Lachlan Orogen
27441|Kalorama Rhyodacite|556736|Lachlan Orogen
9229|Kangerong Formation|556736|Lachlan Orogen
28634|Kanmantoo Group|22352|Stansbury Basin
28634|Kanmantoo Group|556736|Lachlan Orogen
37566|Kanni Ignimbrite|556736|Lachlan Orogen
9246|Kanowna Island Granite|556736|Lachlan Orogen
27046|Kanuka Granodiorite|556736|Lachlan Orogen
32297|Kate Shale|27009|Gippsland Basin
37752|Keelangie Creek Granodiorite|556736|Lachlan Orogen
26657|Kelly Gap Granite|556736|Lachlan Orogen
37753|Kenny Creek Diorite|556736|Lachlan Orogen
41932|Kent Road Granite|556736|Lachlan Orogen
32460|Keppel Creek Granodiorite|556736|Lachlan Orogen
27663|Kergunyah Granite|556736|Lachlan Orogen
9471|Kerrie Group|20512|Bendigo Zone
9471|Kerrie Group|556736|Lachlan Orogen
32291|Kersop Arkose|27009|Gippsland Basin
9481|Kevington Creek Formation|556736|Lachlan Orogen
27446|Kiandra Group|444524|Mallacoota Zone
27446|Kiandra Group|556736|Lachlan Orogen
27446|Kiandra Group|559178|Central NSW - Omeo Province
9552|Kilgower Member|556736|Lachlan Orogen
26662|Killawarra Granite|556736|Lachlan Orogen
23698|Killingworth Formation|556736|Lachlan Orogen
9565|Kiln Member|556736|Lachlan Orogen
32494|King Parrot Creek Granodiorite|556736|Lachlan Orogen
32494|King Parrot Creek Granodiorite|559492|Melbourne-Mathinna Zone
32298|Kingfish Formation|27009|Gippsland Basin
39633|Kingsley's Formation|556736|Lachlan Orogen
32308|Kipper Shale|27009|Gippsland Basin
77295|Kirribilly Sandstone|556736|Lachlan Orogen
32495|Knowsley East Shale|20367|Stawell Zone
32495|Knowsley East Shale|20512|Bendigo Zone
32495|Knowsley East Shale|39753|Bendigo Gold Metallogenic Province
32495|Knowsley East Shale|556736|Lachlan Orogen
73608|Knowsley East Shale, Goldie Chert|556736|Lachlan Orogen
35515|Koala Creek Formation|556736|Lachlan Orogen
9701|Koetong Granite|556736|Lachlan Orogen
9701|Koetong Granite|559178|Central NSW - Omeo Province
9703|Koetong Suite|556736|Lachlan Orogen
9704|Koetong Supersuite|556736|Lachlan Orogen
32560|Koomberar Formation|556736|Lachlan Orogen
9807|Kooyoora Granite|20367|Stawell Zone
9807|Kooyoora Granite|20512|Bendigo Zone
9807|Kooyoora Granite|556736|Lachlan Orogen
37756|Korong Creek Tonalite|20512|Bendigo Zone
39833|Korumburra Subgroup|27009|Gippsland Basin
9854|Kuark Metamorphic Complex|556736|Lachlan Orogen
34704|Kuark Metamorphic Complex Supersuite|556736|Lachlan Orogen
9992|Lachlan Formation|556736|Lachlan Orogen
39638|Lady Fiona Sandstone|556736|Lachlan Orogen
10035|Lake Boga Granite|20512|Bendigo Zone
10035|Lake Boga Granite|556736|Lachlan Orogen
10062|Lake Mountain Rhyodacite|556736|Lachlan Orogen
10062|Lake Mountain Rhyodacite|559492|Melbourne-Mathinna Zone
22162|Lakelands Flat Andesite Breccia|556736|Lachlan Orogen
10081|Lakes Entrance Formation|27009|Gippsland Basin
39876|Lalgambook Breccia|556736|Lachlan Orogen
23715|Langi Ghiran Granite|20367|Stawell Zone
23715|Langi Ghiran Granite|556736|Lachlan Orogen
74893|Lanky Creek Sandstone Member|556736|Lachlan Orogen
24354|Lano Gully Sandstone|556736|Lachlan Orogen
30342|Larsen Creek Ignimbrite|556736|Lachlan Orogen
10217|Latrobe Group|27009|Gippsland Basin
10224|Latrobe Valley Group|27009|Gippsland Basin
39333|Latrobe Valley Subgroup|27009|Gippsland Basin
37689|Lazarini Formation, Donellys Creek Formation|556736|Lachlan Orogen
22177|Lazarini Siltstone|556736|Lachlan Orogen
30462|Lazy Bar Andesite|556736|Lachlan Orogen
72621|Leviathan Formation|556736|Lachlan Orogen
35111|Lewis Farm Conglomerate|556736|Lachlan Orogen
37571|Lexington Schist|556736|Lachlan Orogen
22190|Lexton Granodiorite|20367|Stawell Zone
22190|Lexton Granodiorite|556736|Lachlan Orogen
37572|Lickhole Volcanic Group|444520|Tabberabbera Zone
37572|Lickhole Volcanic Group|556736|Lachlan Orogen
22192|Licola Volcanics|556736|Lachlan Orogen
25166|Lilly Pilly Granite|556736|Lachlan Orogen
28680|Lilydale Limestone|556736|Lachlan Orogen
26691|Liptrap Formation|556736|Lachlan Orogen
10457|Lismore Granodiorite|20367|Stawell Zone
22204|Little River Subgroup|556736|Lachlan Orogen
34853|Livingstone Creek Tonalite|556736|Lachlan Orogen
10529|Lobelia Limestone Member|556736|Lachlan Orogen
35339|Loddon River Group|556736|Lachlan Orogen
10631|Longford Limestone|27009|Gippsland Basin
22216|Lookout Top Ignimbrite|556736|Lachlan Orogen
26701|Loomat Granite|556736|Lachlan Orogen
42360|Louie pluton|556736|Lachlan Orogen
10684|Loveday Soil|20306|Mount Painter Block
30588|Lower Tableland Granite|556736|Lachlan Orogen
10825|Loxton Sand|536552|Murray Basin
10849|Lucyvale Granite|556736|Lachlan Orogen
10849|Lucyvale Granite|559178|Central NSW - Omeo Province
27471|Lurg Granite|556736|Lachlan Orogen
10904|Lysterfield Granodiorite|556736|Lachlan Orogen
10904|Lysterfield Granodiorite|559492|Melbourne-Mathinna Zone
30687|Mac Creek Granodiorite|556736|Lachlan Orogen
73662|MacRae Ignimbrite|556736|Lachlan Orogen
10936|Macedon Igneous Complex|20512|Bendigo Zone
10936|Macedon Igneous Complex|556736|Lachlan Orogen
32301|Mackerel Formation|27009|Gippsland Basin
37574|Mackiesons Spur Tuff|556736|Lachlan Orogen
26716|Mafeking Granodiorite|20367|Stawell Zone
10993|Mafeking Suite|556736|Lachlan Orogen
39629|Magdala Basalt|20367|Stawell Zone
39629|Magdala Basalt|39753|Bendigo Gold Metallogenic Province
39629|Magdala Basalt|556736|Lachlan Orogen
33278|Maitland Beach Volcanics|556736|Lachlan Orogen
22248|Malcolm Creek Hyaloclastite|556736|Lachlan Orogen
11187|Mannum Formation|536552|Murray Basin
28720|Mansfield Group|444520|Tabberabbera Zone
28720|Mansfield Group|556736|Lachlan Orogen
11232|Maramingo Granite|444524|Mallacoota Zone
11232|Maramingo Granite|556736|Lachlan Orogen
27479|Marengo Granodiorite|556736|Lachlan Orogen
22271|Marroo Subgroup|556736|Lachlan Orogen
74936|Marshall Creek Member|556736|Lachlan Orogen
32564|Marthavale Tonalite|444520|Tabberabbera Zone
11424|Marysville Igneous Complex|556736|Lachlan Orogen
11424|Marysville Igneous Complex|559492|Melbourne-Mathinna Zone
37690|McAdam Formation, Serpentine Creek Formation|556736|Lachlan Orogen
11503|McAdam Sandstone|556736|Lachlan Orogen
37576|McCarty Limestone|556736|Lachlan Orogen
11550|McIvor Sandstone|556736|Lachlan Orogen
11561|McLarty Limestone Member|556736|Lachlan Orogen
22295|McRaes Ignimbrite|556736|Lachlan Orogen
75845|Meadow Creek Megabreccia|556736|Lachlan Orogen
11622|Melbourne Formation|556736|Lachlan Orogen
30559|Mellick Munjie Granodiorite|556736|Lachlan Orogen
11705|Merriangaah Siltstone|556736|Lachlan Orogen
11713|Merrimbula Group|39645|Pambula Metallogenic Province
11713|Merrimbula Group|556736|Lachlan Orogen
38293|Metcalfe Granite|556736|Lachlan Orogen
39636|Metropolitan Sandstone|556736|Lachlan Orogen
22332|Milky Creek Ignimbrite|556736|Lachlan Orogen
28128|Millewa Group|550808|Berri Basin
30555|Minchin Ignimbrite|556736|Lachlan Orogen
25244|Mirimbah Granodiorite|444520|Tabberabbera Zone
25244|Mirimbah Granodiorite|556736|Lachlan Orogen
32392|Mitta Mitta Rhyolite|556736|Lachlan Orogen
32392|Mitta Mitta Rhyolite|559178|Central NSW - Omeo Province
30348|Mole Hill Syenite|556736|Lachlan Orogen
12039|Moliagul Granite|20512|Bendigo Zone
37761|Mollys Plain Granite|556736|Lachlan Orogen
74888|Monkey Gully Sandstone Member|556736|Lachlan Orogen
26039|Montys Hut Formation|556736|Lachlan Orogen
12244|Moonkan Ignimbrite|556736|Lachlan Orogen
30441|Moora Moora Sandstone|556736|Lachlan Orogen
22379|Moores Ford Andesite|556736|Lachlan Orogen
37578|Moornambool Metamorphic Complex|20367|Stawell Zone
37578|Moornambool Metamorphic Complex|556736|Lachlan Orogen
37524|Moornapa Sandstone|556736|Lachlan Orogen
12294|Moorngag Granite|556736|Lachlan Orogen
26314|Moralana Supergroup|20533|Delamerian Orogen
12311|Morang Granodiorite|556736|Lachlan Orogen
12312|Morass Creek Basalt|556736|Lachlan Orogen
35129|Morilla Granite|556736|Lachlan Orogen
12350|Moroka Glen Formation|556736|Lachlan Orogen
25267|Morton Conglomerate Member|556736|Lachlan Orogen
12392|Morwell Formation|27009|Gippsland Basin
12451|Mount Alfred Granite|556736|Lachlan Orogen
69711|Mount Angus Granodiorite|556736|Lachlan Orogen
34134|Mount Ararat Granite|556736|Lachlan Orogen
34848|Mount Baldhead Granodiorite|444520|Tabberabbera Zone
34848|Mount Baldhead Granodiorite|556736|Lachlan Orogen
12527|Mount Blomford Granite|556736|Lachlan Orogen
27499|Mount Bruno Granite|556736|Lachlan Orogen
12549|Mount Buffalo Granite|444520|Tabberabbera Zone
12549|Mount Buffalo Granite|556736|Lachlan Orogen
12551|Mount Buller Granodiorite|444520|Tabberabbera Zone
37868|Mount Burrowa Volcanic Group|556736|Lachlan Orogen
37868|Mount Burrowa Volcanic Group|559178|Central NSW - Omeo Province
12560|Mount Bute Granite|20367|Stawell Zone
12560|Mount Bute Granite|20512|Bendigo Zone
12560|Mount Bute Granite|556736|Lachlan Orogen
40660|Mount Chief Andesite|556736|Lachlan Orogen
12588|Mount Cole Granite|20367|Stawell Zone
12588|Mount Cole Granite|556736|Lachlan Orogen
28790|Mount Cole Suite|20367|Stawell Zone
28790|Mount Cole Suite|556736|Lachlan Orogen
40922|Mount Dandenong Volcanic Group|556736|Lachlan Orogen
22409|Mount Dawson Subgroup|556736|Lachlan Orogen
30438|Mount Difficult Subgroup|556736|Lachlan Orogen
12638|Mount Disappointment Granodiorite|556736|Lachlan Orogen
12668|Mount Easton Shale|39754|Walhalla-Wood's Point Gold Metallogenic Province
12668|Mount Easton Shale|556736|Lachlan Orogen
12668|Mount Easton Shale|559492|Melbourne-Mathinna Zone
12676|Mount Egbert Granite|20367|Stawell Zone
12676|Mount Egbert Granite|20512|Bendigo Zone
12676|Mount Egbert Granite|556736|Lachlan Orogen
30232|Mount Egerton Granodiorite|20512|Bendigo Zone
30232|Mount Egerton Granodiorite|556736|Lachlan Orogen
12677|Mount Egerton Suite|556736|Lachlan Orogen
12682|Mount Eliza Granodiorite|556736|Lachlan Orogen
34812|Mount Elizabeth Caldera Complex|556736|Lachlan Orogen
12687|Mount Elizabeth Granodiorite|556736|Lachlan Orogen
